,ct,cos,bat,cos
528,healthcar,0.6686028242111206,main,0.9229371547698975
529,februari,0.6683797836303711,therapi,0.9228678941726685
530,snake,0.6680426597595215,infiltr,0.9228596687316895
531,serv,0.6679725050926208,elderli,0.9225914478302002
532,strongli,0.6678817272186279,lopinavirritonavir,0.9224321842193604
533,120,0.6678704023361206,metametagenom,0.9224177598953247
534,contribut,0.6676230430603027,seriou,0.9223652482032776
535,civet,0.6676050424575806,continu,0.9222080707550049
536,attent,0.6673327684402466,detail,0.92219078540802
537,social,0.667303204536438,contrast,0.921974241733551
538,quarantin,0.666807234287262,heart,0.9215834140777588
539,coronavirus2,0.6663438081741333,character,0.9215406775474548
540,japan,0.665885329246521,place,0.9214503765106201
541,al,0.6657552719116211,urgent,0.9211571216583252
542,recognit,0.6657072305679321,s1,0.9206145405769348
543,1,0.6652932167053223,knowledg,0.9205673933029175
544,calcul,0.6651772260665894,april,0.9202417135238647
545,throughout,0.6647266745567322,play,0.9201375842094421
546,dinucleotid,0.6645773649215698,tool,0.9201117157936096
547,updat,0.6640195846557617,advanc,0.9198206067085266
548,neg,0.6638010144233704,et,0.9197870492935181
549,april,0.6637264490127563,suffici,0.9195883274078369
550,million,0.6636577844619751,zap,0.9195257425308228
551,virul,0.6636319160461426,1,0.9188128709793091
552,heart,0.6635150909423828,aim,0.9187410473823547
553,73,0.6632352471351624,discov,0.9185304641723633
554,highlight,0.6631560325622559,c,0.918207585811615
555,process,0.6629591584205627,intermediari,0.9180439114570618
556,preval,0.6627074480056763,bcov,0.9172428250312805
557,suspect,0.6625580787658691,usual,0.9171580076217651
558,overview,0.6624889969825745,critic,0.9170879125595093
559,moder,0.6620018482208252,breath,0.9169619083404541
560,area,0.6619243025779724,diagnost,0.9167699813842773
561,r0,0.6617767214775085,phylogenom,0.9165438413619995
562,cold,0.6616461873054504,month,0.9164908528327942
563,complet,0.6614340543746948,batslcovzxc21,0.916301429271698
564,ecolog,0.661401629447937,connect,0.9161825776100159
565,access,0.6612480878829956,mean,0.9161550402641296
566,detail,0.6612440347671509,loss,0.9160572290420532
567,bcov,0.6612427234649658,latter,0.9158459901809692
568,decreas,0.6610735654830933,safeti,0.9155012369155884
569,european,0.660805344581604,wholegenom,0.9142264127731323
570,mostli,0.6607422828674316,note,0.9142035841941833
571,therapi,0.6607122421264648,recogn,0.9141907691955566
572,proteolyticallysensit,0.6603837013244629,declar,0.9140112400054932
573,made,0.6600539088249207,unfortun,0.9131984710693359
574,mean,0.6600337028503418,holiday,0.9131557941436768
575,zap,0.6595723032951355,agricultur,0.9125310182571411
576,strong,0.6594644784927368,dynam,0.9123997688293457
577,"b,",0.6589772701263428,offici,0.9120676517486572
578,write,0.6589668989181519,full,0.9112133383750916
579,via,0.6588742733001709,pattern,0.9109591841697693
580,angiotensinconvert,0.6588091850280762,ecosystem,0.910896897315979
581,dri,0.6584732532501221,write,0.9106755256652832
582,order,0.6583414077758789,nich,0.9101958274841309
583,temperatur,0.6582359075546265,center,0.9100854396820068
584,lopinavirritonavir,0.6580193042755127,describ,0.9097540378570557
585,link,0.6578192710876465,either,0.9097068309783936
586,russia,0.6576211452484131,age,0.908849835395813
587,s1,0.6575153470039368,manag,0.9087659120559692
588,nsp1,0.6569754481315613,via,0.9086259603500366
589,induc,0.6563547253608704,four,0.9079276323318481
590,antibodi,0.6562125086784363,antibodi,0.9079020023345947
591,diagnos,0.6560355424880981,introduc,0.907586395740509
592,candid,0.6556296348571777,strong,0.9073539972305298
593,zoonos,0.655432939529419,nucleotid,0.9073307514190674
594,term,0.6554253101348877,threat,0.9066980481147766
595,divers,0.6551995277404785,consist,0.9066593050956726
596,motif,0.6551957726478577,protocol,0.9066455364227295
597,handl,0.6551372408866882,russia,0.9065592288970947
598,therefor,0.6546107530593872,chen,0.9064120650291443
599,accompani,0.6539508700370789,construct,0.9059615135192871
600,condit,0.653883695602417,29,0.9057287573814392
601,herein,0.6537384986877441,overal,0.9056037664413452
602,rbm,0.6536837816238403,lack,0.9050740003585815
603,relev,0.6536091566085815,tropism,0.9049277305603027
604,suscept,0.6535270810127258,mammalian,0.9044809341430664
605,plasma,0.6531891226768494,deadli,0.9040188193321228
606,camel,0.652989387512207,reduc,0.9038791656494141
607,describ,0.6528949737548828,incub,0.9034394025802612
608,age,0.6528373956680298,genbank,0.9033098816871643
609,elig,0.6521106958389282,dinucleotid,0.9029271006584167
610,barrier,0.6520434617996216,almost,0.9022359848022461
611,length,0.6518188714981079,ecolog,0.9020301699638367
612,either,0.6517789363861084,seem,0.9017943143844604
613,discuss,0.6514793634414673,offer,0.9012660980224609
614,comput,0.6513276100158691,focu,0.9007564187049866
615,without,0.6509562730789185,diagnos,0.9002227783203125
616,25,0.6505182981491089,zoonos,0.9001660346984863
617,almost,0.6499147415161133,stat1,0.9000571966171265
618,manag,0.6497699022293091,complet,0.8992703557014465
619,classifi,0.6497033834457397,tmrca,0.8990686535835266
620,genbank,0.6495065689086914,come,0.898414134979248
621,connect,0.649335503578186,recommend,0.8975982069969177
622,center,0.6491276025772095,stem,0.8975380659103394
623,2002,0.6490020751953125,agent,0.8969273567199707
624,tmrca,0.6487521529197693,ifn,0.8964104652404785
625,interfac,0.6487294435501099,monitor,0.8962798118591309
626,correspond,0.6486778259277344,unit,0.8957102298736572
627,numer,0.6484877467155457,be,0.8951897621154785
628,maximum,0.6484304070472717,classifi,0.8948906660079956
629,special,0.6481973528862,repurpos,0.8944080471992493
630,outcom,0.6480469703674316,plasma,0.894405722618103
631,around,0.6478682160377502,primari,0.894202470779419
632,blood,0.6471642255783081,author,0.8939811587333679
633,certain,0.6470174789428711,healthcar,0.8938840627670288
634,holiday,0.6462767720222473,curfew,0.8935186862945557
635,phylogeni,0.646274209022522,motif,0.8932660818099976
636,asymptomat,0.6462085843086243,dna,0.8923534154891968
637,long,0.6460710167884827,maximum,0.8918544054031372
638,leav,0.6460223197937012,applic,0.891509473323822
639,deadli,0.6456040740013123,japan,0.891486406326294
640,environ,0.6448000073432922,cross,0.8909461498260498
641,dock,0.6445176601409912,outcom,0.8908923864364624
642,chloroquin,0.6444318294525146,combat,0.8908003568649292
643,aim,0.6444123983383179,free,0.8902556896209717
644,expect,0.6441545486450195,side,0.8902402520179749
645,reduc,0.6441032886505127,normal,0.8900374174118042
646,higher,0.6440829038619995,made,0.8896070122718811
647,15,0.6436527371406555,far,0.8889436721801758
648,metagenom,0.6432202458381653,betacoronavirus,0.8885585069656372
649,object,0.6430010795593262,96,0.888504683971405
650,24,0.6429095268249512,3,0.8876678347587585
651,come,0.6421344876289368,liu,0.8870846033096313
652,diagnost,0.6418397426605225,clade,0.886925458908081
653,seventh,0.6412081718444824,suscept,0.8868342041969299
654,seem,0.6409757733345032,secondari,0.8865833878517151
655,cover,0.64078688621521,strongli,0.8864165544509888
656,experi,0.6407556533813477,concentr,0.8863085508346558
657,normal,0.640397310256958,taken,0.8856689929962158
658,rp,0.6397844552993774,area,0.8854144811630249
659,thought,0.6391822695732117,primer,0.8848145604133606
660,surfac,0.6391755938529968,ncbi,0.8846564292907715
661,situat,0.6385762691497803,mostli,0.8846516609191895
662,taxonom,0.6385440826416016,particular,0.8844778537750244
663,tradit,0.6378142833709717,particularli,0.8839404582977295
664,3,0.6377718448638916,perspect,0.8826066255569458
665,construct,0.6374083161354065,least,0.8825834393501282
666,framework,0.6373876333236694,econom,0.8821751475334167
667,side,0.6371254324913025,phosphoryl,0.8817721605300903
668,droplet,0.6368032693862915,csg,0.8811951875686646
669,per,0.6366288661956787,b.,0.8808102011680603
670,way,0.6366089582443237,difficulti,0.8807235360145569
671,sister,0.63652503490448,insert,0.8805837631225586
672,"a,",0.6363956928253174,canin,0.8801707029342651
673,background,0.6363942623138428,vari,0.8795351386070251
674,unlik,0.636142909526825,term,0.8793519139289856
675,merbecoviru,0.6361166834831238,express,0.8790384531021118
676,recogn,0.6360087394714355,neutral,0.878760576248169
677,applic,0.6358674764633179,noncod,0.8786523938179016
678,guid,0.6358304023742676,interspeci,0.8786097168922424
679,overal,0.6358147263526917,thousand,0.87850421667099
680,betacoronavirus,0.6354001760482788,preval,0.8784512877464294
681,usual,0.6349948048591614,bronchoalveolar,0.8782610893249512
682,reconstruct,0.6349843740463257,implement,0.878138542175293
683,part,0.634949803352356,blood,0.8776199817657471
684,b,0.6342659592628479,bioinformat,0.8773047924041748
685,least,0.6338110566139221,tradit,0.8763043880462646
686,form,0.6335071325302124,believ,0.8761560916900635
687,myalgia,0.6332773566246033,chloroquin,0.8760638236999512
688,unit,0.6332651376724243,variant,0.8760115504264832
689,ard,0.6332329511642456,without,0.8757234811782837
690,better,0.6332111358642578,b,0.8753999471664429
691,nich,0.632849931716919,block,0.875076413154602
692,led,0.6324198246002197,variabl,0.8749222159385681
693,kidney,0.6322349309921265,nonstructur,0.8745197057723999
694,note,0.6321773529052734,surfac,0.8744463920593262
695,protocol,0.6320078372955322,fluid,0.8742454051971436
696,consist,0.6318663954734802,purifi,0.8735820055007935
697,offer,0.6316713094711304,daili,0.8734906911849976
698,week,0.6316449642181396,discoveri,0.8728300333023071
699,scienc,0.631446123123169,season,0.8728020191192627
700,crossspeci,0.6314303874969482,wide,0.8721572160720825
701,bilater,0.6313207149505615,droplet,0.8718231916427612
702,wide,0.6307308673858643,ard,0.8716800808906555
703,prepar,0.6306676268577576,virul,0.8714973330497742
704,discov,0.6304816007614136,interest,0.8712802529335022
705,particularli,0.6299047470092773,resembl,0.8693206310272217
706,march,0.62977135181427,nsp1,0.8689149618148804
707,nt,0.6293322443962097,never,0.8673812747001648
708,nonstructur,0.6293268799781799,everi,0.8669954538345337
709,becam,0.6291034817695618,latest,0.8667263984680176
710,neutral,0.6286731958389282,march,0.8660380840301514
711,state,0.6286705732345581,process,0.8660222291946411
712,bronchoalveolar,0.6286558508872986,batcovratg13,0.865437388420105
713,bioinformat,0.6286050081253052,togeth,0.8651700019836426
714,clade,0.6282809376716614,40,0.8648465871810913
715,nucleic,0.6280560493469238,explain,0.8647063970565796
716,12,0.6266709566116333,rp,0.8642392754554749
717,pneumocyt,0.6258453130722046,damag,0.8637518882751465
718,assess,0.625723123550415,framework,0.8635633587837219
719,immedi,0.62494957447052,spillov,0.8635157346725464
720,phylogeograph,0.6249245405197144,publish,0.8632811903953552
721,perspect,0.6249018907546997,keyword,0.863206148147583
722,stem,0.6248886585235596,geograph,0.8630451560020447
723,robust,0.6246510744094849,myalgia,0.8626562356948853
724,vari,0.6246102452278137,unlik,0.8621193766593933
725,literatur,0.6244000196456909,2015,0.8620585203170776
726,ifni,0.6243295669555664,lavag,0.862035870552063
727,averag,0.624229907989502,per,0.8616275787353516
728,infiltr,0.6238712072372437,25,0.8614223003387451
729,11,0.6237536668777466,proteolyticallysensit,0.860849142074585
730,sarsrcov,0.6236945390701294,12,0.8593717813491821
731,primer,0.6235118508338928,induc,0.8591899275779724
732,concentr,0.6232086420059204,pcr,0.8588628172874451
733,far,0.6229405403137207,hypothes,0.8583415746688843
734,circul,0.6229144334793091,73,0.8579614162445068
735,contrast,0.6223677396774292,intrins,0.8574060797691345
736,phosphoryl,0.6223665475845337,extens,0.8568971157073975
737,inhibitor,0.6222461462020874,betacovbatyunnanratg132013,0.8568931221961975
738,flulik,0.6217943429946899,guid,0.856783926486969
739,csg,0.621644914150238,cov2,0.8566104173660278
740,subspeci,0.6208485960960388,week,0.8564667701721191
741,40,0.6196335554122925,product,0.855431854724884
742,discoveri,0.6194329261779785,kidney,0.8549897074699402
743,sometim,0.6192444562911987,p.,0.8545343279838562
744,declar,0.6189805865287781,dock,0.8537299633026123
745,chen,0.6189457178115845,experi,0.8536419868469238
746,faster,0.6186888217926025,threaten,0.853532075881958
747,pattern,0.6186484098434448,better,0.8532872200012207
748,repurpos,0.6184053421020508,crossspeci,0.8532085418701172
749,orf8,0.6183048486709595,nextgener,0.8531644344329834
750,promot,0.6180559396743774,pneumocyt,0.8531185388565063
751,locat,0.6178833246231079,nucleic,0.8530484437942505
752,tourist,0.6176363825798035,korea,0.8527840971946716
753,govern,0.6174734234809875,coronavirus2,0.8521908521652222
754,enter,0.6174185276031494,sometim,0.8517822027206421
755,outgroup,0.6171163320541382,atyp,0.8516544103622437
756,resembl,0.6166368722915649,24,0.8515870571136475
757,simplifi,0.616513192653656,thought,0.8510442972183228
758,96,0.6165013909339905,improv,0.8504959344863892
759,tropism,0.6163687705993652,herein,0.8499536514282227
760,isg,0.6163235902786255,winter,0.8493946194648743
761,hunt,0.615692138671875,centuri,0.8493538498878479
762,ncov,0.6155277490615845,comorbid,0.8483517169952393
763,solut,0.6153548955917358,nine,0.8482749462127686
764,secondari,0.6149139404296875,mysteri,0.8478232622146606
765,offici,0.6146492958068848,subject,0.8477240800857544
766,noncod,0.6141166090965271,establish,0.8476232290267944
767,atyp,0.6137336492538452,food,0.8476055860519409
768,explain,0.6125807762145996,modul,0.8468295335769653
769,globe,0.6125495433807373,form,0.8463993072509766
770,proper,0.6119182109832764,way,0.8461653590202332
771,nine,0.6118820905685425,mammal,0.845084547996521
772,bia,0.6114950180053711,committe,0.844471275806427
773,coin,0.6109327077865601,action,0.843891978263855
774,deceas,0.6104025840759277,promis,0.8437027335166931
775,lavag,0.6102557182312012,120,0.8434374332427979
776,spillov,0.6100587844848633,frame,0.8433460593223572
777,winter,0.6100062131881714,ncov,0.8426666259765625
778,et,0.6094717383384705,md,0.8425196409225464
779,p.,0.6091055870056152,middecemb,0.8423808813095093
780,fluid,0.6090424060821533,bilater,0.8422300815582275
781,food,0.6088663339614868,purpos,0.8415751457214355
782,capac,0.6086833477020264,ifni,0.8411805629730225
783,trade,0.6085947155952454,failur,0.8393311500549316
784,injuri,0.6083083152770996,fight,0.8390681743621826
785,threaten,0.6083054542541504,secret,0.8388628959655762
786,livestock,0.6081454753875732,humanhuman,0.8388476371765137
787,express,0.6079399585723877,119,0.8381524085998535
788,md,0.6075223684310913,realtim,0.8379182815551758
789,work,0.6075010299682617,stabil,0.8378630876541138
790,latest,0.6072782874107361,becam,0.8369331955909729
791,unfound,0.6069740056991577,leav,0.8366142511367798
792,function,0.6058458089828491,till,0.8359661102294922
793,fight,0.6057553291320801,survey,0.8359443545341492
794,unclear,0.6055008172988892,exact,0.8355346918106079
795,cannot,0.6053922772407532,european,0.8353292942047119
796,home,0.6053808927536011,reach,0.835108757019043
797,comorbid,0.6052320003509521,faster,0.8347687125205994
798,character,0.6050560474395752,work,0.833891749382019
799,dna,0.6047911643981934,averag,0.8337214589118958
800,surviv,0.6046923995018005,angiotensin,0.8334178924560547
801,four,0.6044992208480835,comput,0.8329634666442871
802,make,0.6041885018348694,contrari,0.8326873779296875
803,threat,0.6031644344329834,function,0.8316820859909058
804,promis,0.6028907299041748,deceas,0.8305395245552063
805,nextgener,0.6022903919219971,isg,0.830039381980896
806,ie,0.6017938256263733,track,0.8294179439544678
807,highest,0.6016740202903748,outgroup,0.8293095827102661
808,commit,0.6015287637710571,"b,",0.8280609846115112
809,mammal,0.6014643907546997,phylogeni,0.8278375864028931
810,alter,0.6013984680175781,rise,0.827505350112915
811,131,0.6012154221534729,phosphat,0.8270199298858643
812,focu,0.600962221622467,seen,0.826457679271698
813,entir,0.6008622646331787,special,0.8260475397109985
814,beta,0.6006187200546265,timesc,0.8257054090499878
815,symptomat,0.6004251837730408,moder,0.8256902694702148
816,opportun,0.6002222299575806,"c,",0.8251525163650513
817,introduc,0.5997222661972046,highest,0.8242889642715454
818,hot,0.5995500087738037,alter,0.824003279209137
819,effort,0.5993685722351074,document,0.8237009048461914
820,leninski,0.5988134145736694,796,0.8232489824295044
821,pcr,0.5986859202384949,propos,0.8231903314590454
822,door,0.5982930660247803,convert,0.8225839138031006
823,centuri,0.5980252027511597,envelop,0.8225635290145874
824,notabl,0.5979815721511841,globe,0.8224122524261475
825,manifest,0.59717857837677,m,0.8223773241043091
826,mammalian,0.5971312522888184,membran,0.8199707865715027
827,variabl,0.5967308282852173,microchiroptera,0.8198907375335693
828,extens,0.5964288711547852,candid,0.8198629021644592
829,mode,0.596337080001831,distress,0.8192480206489563
830,proport,0.596255362033844,farm,0.8192391991615295
831,track,0.5958783626556396,orf1b,0.8190394639968872
832,monitor,0.5958549976348877,encod,0.8184635639190674
833,archiv,0.5957031846046448,chanc,0.8182998895645142
834,biomark,0.5954321026802063,2019ncovinfect,0.8173609375953674
835,veterinarian,0.5952401757240295,ie,0.8168759346008301
836,action,0.5952028036117554,camel,0.816165566444397
837,publish,0.5949864387512207,descript,0.8153724670410156
838,improv,0.5946584939956665,promot,0.8151199817657471
839,thousand,0.593278169631958,orf6,0.8149679899215698
840,358,0.5932563543319702,lifethreaten,0.8146210312843323
841,microchiroptera,0.5924793481826782,version,0.8142874240875244
842,phosphat,0.5920350551605225,phylogeograph,0.8142492771148682
843,secret,0.5919288396835327,simplifi,0.8141103386878967
844,screen,0.5918738842010498,11,0.814102053642273
845,extend,0.5914161205291748,hypoxia,0.8140400648117065
846,failur,0.5909886360168457,path,0.8138879537582397
847,correl,0.5907565951347351,modif,0.8138058185577393
848,moreov,0.5902534127235413,biomark,0.813069224357605
849,intrins,0.5902004241943359,make,0.8129914402961731
850,lifethreaten,0.590106725692749,proport,0.8124991655349731
851,administr,0.5900912284851074,enter,0.8123188018798828
852,middecemb,0.5894558429718018,screen,0.8119544982910156
853,approv,0.5893902778625488,surviv,0.811786413192749
854,diarrhea,0.5893280506134033,sign,0.8116931915283203
855,surpris,0.589086651802063,nsp,0.8113444447517395
856,interspeci,0.5890101790428162,germani,0.8111974000930786
857,institut,0.5884491205215454,highrisk,0.8095951676368713
858,togeth,0.5883662700653076,mainland,0.8092284202575684
859,lack,0.5880593061447144,visit,0.8084198236465454
860,immunolog,0.5874392986297607,sister,0.8080300688743591
861,encod,0.5871328115463257,instanc,0.807689368724823
862,purpos,0.5870159864425659,dark,0.807263195514679
863,singl,0.5867829322814941,fulllength,0.8072566986083984
864,wildlif,0.5864080786705017,rais,0.8058875799179077
865,damag,0.5848791599273682,assess,0.8047059774398804
866,establish,0.5844974517822266,necessari,0.803276777267456
867,simul,0.5844405889511108,n,0.8030451536178589
868,insert,0.5842016339302063,directli,0.802810549736023
869,20192020,0.5839824676513672,govern,0.8027952909469604
870,keen,0.5834847688674927,long,0.8027403354644775
871,free,0.5832146406173706,south,0.8026829361915588
872,men,0.5830762386322021,metavirom,0.8026756048202515
873,nsp8,0.5828941464424133,elig,0.802516758441925
874,membran,0.5828797817230225,former,0.8003861904144287
875,rise,0.5828044414520264,subspeci,0.7996731996536255
876,central,0.5826032161712646,lymphopenia,0.7992357015609741
877,realtim,0.5822626352310181,bacteri,0.7988071441650391
878,mitig,0.5822300910949707,institut,0.7985730171203613
879,orf6,0.5815845727920532,extract,0.7983304262161255
880,intrauterin,0.581584095954895,wildlif,0.7981799840927124
881,canin,0.5812885165214539,veterinarian,0.7976808547973633
882,version,0.5811447501182556,yang,0.7976255416870117
883,univers,0.5808967351913452,door,0.7968336939811707
884,betacovbatyunnanratg132013,0.5808552503585815,merbecoviru,0.7966370582580566
885,hospit,0.5802652835845947,optim,0.7963622808456421
886,owe,0.5802184343338013,leverag,0.7943928837776184
887,frame,0.5801981687545776,signatur,0.7937914729118347
888,nucleocapsid,0.5795077681541443,repres,0.7936540246009827
889,persontoperson,0.5792631506919861,mitig,0.7935117483139038
890,nonpathogen,0.5791054964065552,industrialscal,0.7932330965995789
891,implement,0.5789291858673096,prospect,0.7926657199859619
892,extract,0.5787439346313477,releas,0.7926032543182373
893,angiotensin,0.5786316394805908,proper,0.7917898893356323
894,signatur,0.5783064365386963,8,0.791688084602356
895,conserv,0.5777632594108582,14,0.791634202003479
896,autumn,0.5773431658744812,symptomat,0.7910974621772766
897,constrain,0.5771452188491821,autumn,0.7909820675849915
898,infer,0.5771239995956421,credibl,0.7902891635894775
899,industrialscal,0.5769122838973999,largescal,0.7900448441505432
900,descript,0.5768126845359802,hot,0.7895864844322205
901,particular,0.5767785310745239,univers,0.7888257503509521
902,hydroxychloroquin,0.5766476988792419,solut,0.7885511517524719
903,interest,0.5765279531478882,opportun,0.7882909774780273
904,mobil,0.576383113861084,entir,0.7882276773452759
905,shut,0.576183557510376,approv,0.7880316972732544
906,chest,0.5759855508804321,18,0.7879478931427002
907,curfew,0.5755910873413086,sold,0.7878578901290894
908,envelop,0.5754046440124512,tourist,0.7870391607284546
909,econom,0.575271487236023,fear,0.7858915328979492
910,fulllength,0.5750560760498047,resolv,0.7856122255325317
911,recommend,0.5750128030776978,arriv,0.7851035594940186
912,academi,0.574982762336731,archiv,0.7841036319732666
913,releas,0.5747560262680054,nonpathogen,0.7840937376022339
914,yang,0.5747058391571045,elsewher,0.7830325365066528
915,propos,0.5743716955184937,singl,0.7825331687927246
916,understood,0.5741190314292908,xi,0.782228946685791
917,nsp,0.5740340948104858,weak,0.7821108102798462
918,3part,0.5734164714813232,vertebr,0.7820044755935669
919,orf1b,0.5731173753738403,unclear,0.7818847894668579
920,point,0.5728157758712769,reconstruct,0.7816344499588013
921,chanc,0.5726969242095947,partial,0.7809946537017822
922,2015,0.5724127292633057,effort,0.7803313732147217
923,2000,0.571864902973175,manifest,0.7797383069992065
924,directli,0.5718140602111816,correl,0.7794999480247498
925,product,0.5714699029922485,announc,0.7793923616409302
926,korea,0.5714431405067444,virom,0.7792680263519287
927,m,0.5714199542999268,mobil,0.7792255282402039
928,influenc,0.5714043378829956,academi,0.7787583470344543
929,path,0.570806622505188,hangzhou,0.7782095670700073
930,never,0.5707526206970215,pig,0.7776515483856201
931,nevertheless,0.5705387592315674,trade,0.7766338586807251
932,xi,0.5703533291816711,central,0.776542067527771
933,796,0.5701277256011963,immedi,0.7754685878753662
934,convert,0.5700628757476807,fewer,0.7752777338027954
935,receptorutil,0.5696285963058472,usa,0.7752202749252319
936,variant,0.5695269107818604,specimen,0.7745484113693237
937,survey,0.5694353580474854,commiss,0.7741785049438477
938,57,0.5689672827720642,fda,0.7738525867462158
939,illustr,0.5677306056022644,notabl,0.7733402252197266
940,resolv,0.5676543116569519,societi,0.772661030292511
941,fear,0.5673903226852417,coin,0.772516131401062
942,ago,0.5672138333320618,conserv,0.7721612453460693
943,trajectori,0.5670120120048523,hydroxychloroquin,0.7714290618896484
944,abl,0.5669648051261902,nt,0.7704240083694458
945,defens,0.5668637752532959,xray,0.7702407836914062
946,man,0.5660592913627625,livestock,0.7699704170227051
947,leverag,0.5645123720169067,infer,0.7698176503181458
948,instanc,0.5642475485801697,cover,0.7697599530220032
949,28,0.5640807747840881,second,0.7690974473953247
950,arabia,0.5636513233184814,classif,0.7687201499938965
951,sociolog,0.56324702501297,extend,0.7685753107070923
952,everi,0.5630877614021301,17,0.7683671712875366
953,antagonist,0.563050389289856,hunt,0.7682443857192993
954,lymphopenia,0.5627573132514954,358,0.7680660486221313
955,contrari,0.5626086592674255,cannot,0.767888605594635
956,sign,0.5623677968978882,henc,0.7674268484115601
957,profession,0.5622087717056274,independ,0.7669032216072083
958,optim,0.561229944229126,diarrhea,0.7664419412612915
959,assembl,0.5596290826797485,recov,0.7662525773048401
960,218000,0.5593642592430115,positivesens,0.7659571170806885
961,second,0.5586541891098022,persontoperson,0.765924334526062
962,harsh,0.5586416125297546,influenc,0.7650309205055237
963,srr10168378,0.5585481524467468,accessori,0.7650278806686401
964,project,0.5583665370941162,administr,0.7640212774276733
965,paid,0.5583068132400513,saudi,0.7631340622901917
966,nglycosyl,0.5582024455070496,whether,0.7628223299980164
967,worker,0.5574246644973755,dk,0.7624740600585938
968,fastgrow,0.5572921633720398,expos,0.7608581781387329
969,exact,0.5571104288101196,commit,0.7605642080307007
970,btcov4991,0.5566794872283936,sarsrcov,0.760368287563324
971,ii,0.556617796421051,resist,0.7599862813949585
972,fda,0.5566124320030212,lesson,0.7594403624534607
973,delv,0.5565766096115112,prepar,0.7589400410652161
974,"c,",0.5563872456550598,nidoviral,0.7586760520935059
975,compet,0.5562266111373901,laboratoryconfirm,0.7586533427238464
976,20022003,0.5561645030975342,reproduct,0.7582326531410217
977,lethal,0.5560939908027649,taxonom,0.7574491500854492
978,convers,0.5559402704238892,arabia,0.7572149038314819
979,zooanthropon,0.5558475255966187,orf1a,0.757204532623291
980,hedgehog,0.5550146102905273,enhanc,0.7570382356643677
981,360000,0.5547810792922974,clear,0.7558174133300781
982,gain,0.55449378490448,nucleocapsid,0.7548834681510925
983,vertebr,0.554334282875061,besid,0.7548062801361084
984,germani,0.5538248419761658,strict,0.7545979619026184
985,elev,0.5537316203117371,shut,0.7543118000030518
986,alarm,0.553446888923645,nglycosyl,0.7542179822921753
987,fide,0.5533633828163147,aros,0.7538460493087769
988,timelin,0.5529574155807495,81000,0.7536580562591553
989,79,0.5524359941482544,23rd,0.7535215020179749
990,primarili,0.5515390038490295,six,0.7534722089767456
991,119,0.5513119697570801,stage,0.7530473470687866
992,stage,0.5512579083442688,minist,0.7529454231262207
993,modif,0.5510867238044739,exponenti,0.7528549432754517
994,exot,0.5509207248687744,ago,0.752364993095398
995,modul,0.5507314801216125,gisaid,0.7519360780715942
996,border,0.5498842597007751,slow,0.7519149780273438
997,commonli,0.5496615767478943,quickli,0.7506376504898071
998,faith,0.5495848655700684,gain,0.7500729560852051
999,reach,0.5495340824127197,beta,0.7497643232345581
1000,partial,0.5494896173477173,lethal,0.7491582632064819
1001,realiti,0.5490418672561646,murin,0.7490132451057434
1002,arriv,0.5490113496780396,surround,0.7481323480606079
1003,murin,0.5488990545272827,achiev,0.7476179599761963
1004,toler,0.5478909015655518,europ,0.7466386556625366
1005,orf1a,0.5475166440010071,exposur,0.7463940978050232
1006,dizzi,0.5474669933319092,preliminari,0.7459201812744141
1007,hard,0.5474472045898438,leninski,0.7457800507545471
1008,exposur,0.5471025705337524,point,0.7457482218742371
1009,vesicl,0.5467963218688965,delv,0.7454738616943359
1010,humanhuman,0.5467123985290527,border,0.745058000087738
1011,31st,0.546646773815155,distinguish,0.7447950839996338
1012,repres,0.5466331839561462,alkhovski,0.7447073459625244
1013,14,0.546511173248291,scientifi,0.7446330785751343
1014,earlier,0.5461272597312927,correspond,0.7439353466033936
1015,tissueswitch,0.5461229085922241,fashion,0.7438256740570068
1016,largescal,0.5460605025291443,chest,0.7438071966171265
1017,south,0.5456270575523376,notion,0.7435024976730347
1018,mainland,0.5452396273612976,20192020,0.7432601451873779
1019,fashion,0.5450166463851929,moreov,0.7430678009986877
1020,2494,0.5446681976318359,nevertheless,0.7425781488418579
1021,7,0.5443686246871948,transcript,0.7422549724578857
1022,bring,0.5442343354225159,biodivers,0.7422199249267578
1023,step,0.544216513633728,toler,0.7421319484710693
1024,pig,0.5441526770591736,57,0.7403552532196045
1025,theori,0.5440671443939209,simul,0.7400263547897339
1026,possess,0.5437824130058289,clarifi,0.7399129271507263
1027,tempor,0.5437377095222473,antagonist,0.7395949363708496
1028,behavior,0.5433719754219055,home,0.7381784319877625
1029,pandemiccovid19,0.5430358052253723,alarm,0.7379757165908813
1030,timesc,0.5426654815673828,srr10168378,0.737908124923706
1031,dk,0.5424582362174988,hcov19pangolinguangdong12019,0.7372937202453613
1032,exponenti,0.5422077178955078,adopt,0.7371635437011719
1033,idpr,0.5417588949203491,79,0.7370765209197998
1034,alkhovski,0.5416923761367798,"a,",0.7359545826911926
1035,achiev,0.5415558815002441,hospit,0.7359437346458435
1036,former,0.5415368676185608,bird,0.7357984781265259
1037,3242,0.5414890646934509,abl,0.734774112701416
1038,document,0.541486918926239,contin,0.7347478866577148
1039,dark,0.5408515930175781,locat,0.7343382835388184
1040,2019ncovinfect,0.5406123399734497,exot,0.7343244552612305
1041,sequencebas,0.5404767990112305,affin,0.734321117401123
1042,stabil,0.5403217077255249,faith,0.733792781829834
