,ct,cos,covid19,cos
533,preval,0.9891631603240967,respond,0.9963876008987427
534,surgeri,0.9891567230224609,approxim,0.996367335319519
535,besid,0.989128053188324,owe,0.9963622689247131
536,sourc,0.9891267418861389,physician,0.9963579773902893
537,biolog,0.9891226887702942,recogn,0.9963393211364746
538,specimen,0.9891000986099243,headach,0.9963351488113403
539,mainli,0.9890981912612915,reaction,0.9963153004646301
540,lopinavirritonavir,0.989088237285614,presenc,0.9963120222091675
541,strain,0.9890871644020081,detail,0.9963053464889526
542,recogn,0.9890738129615784,bind,0.9962801933288574
543,immunotherapi,0.9890516400337219,bilater,0.9962478876113892
544,reproduct,0.9890386462211609,frontlin,0.9962322115898132
545,final,0.9890193343162537,point,0.9962133169174194
546,inclus,0.9890154004096985,failur,0.9961981773376465
547,explor,0.9890061616897583,reach,0.9961895942687988
548,radiolog,0.9889947175979614,insight,0.9961627721786499
549,spectrum,0.9889858961105347,lysosom,0.9961509704589844
550,rna,0.9889729619026184,throat,0.9961411952972412
551,equip,0.9889676570892334,analys,0.9961192607879639
552,6,0.9889562129974365,event,0.9961134195327759
553,underli,0.9889518022537231,suscept,0.996107816696167
554,milder,0.9889146685600281,reveal,0.9960930347442627
555,user,0.9889135360717773,four,0.9960790872573853
556,elderli,0.9888721108436584,guidanc,0.996077299118042
557,leverag,0.9888454079627991,india,0.9960604906082153
558,approach,0.9888100624084473,novel,0.9960533380508423
559,tomographi,0.98880934715271,pathway,0.9960451722145081
560,economi,0.9888083934783936,mainli,0.9960038661956787
561,multipl,0.9887511730194092,dataset,0.9959960579872131
562,owe,0.9887447357177734,upper,0.995986819267273
563,p,0.9887401461601257,29,0.995980441570282
564,rel,0.9887340068817139,larg,0.9959770441055298
565,frontlin,0.9887130260467529,elderli,0.9959670305252075
566,male,0.988689124584198,enhanc,0.9959478378295898
567,29,0.9886819124221802,incub,0.9959437847137451
568,word,0.9886788725852966,count,0.9959306716918945
569,definit,0.9886658191680908,antiinflammatori,0.9959070682525635
570,promis,0.9886475801467896,2019,0.9958983063697815
571,four,0.9886453151702881,virus,0.9958807229995728
572,angiotensinconvert,0.988641619682312,cerebrovascular,0.9958730936050415
573,crossinfect,0.9886327981948853,becam,0.9958651065826416
574,count,0.9886269569396973,vitro,0.9958548545837402
575,oxygen,0.9886056184768677,eg,0.9958527088165283
576,mitig,0.9885901808738708,downregul,0.9958475828170776
577,enhanc,0.9885857701301575,come,0.9958341121673584
578,impact,0.9885686039924622,closest,0.9958336353302002
579,combat,0.9885321855545044,made,0.9958186745643616
580,anosmia,0.988513171672821,inclus,0.9958131909370422
581,12,0.9884979128837585,cardiovascular,0.9958099126815796
582,16,0.9884955883026123,model,0.9958029389381409
583,background,0.9884589910507202,seven,0.9957833290100098
584,reveal,0.9884476661682129,001,0.9957793354988098
585,event,0.9884087443351746,along,0.9957740306854248
586,chemic,0.988408088684082,address,0.9957725405693054
587,univers,0.9883936643600464,medlin,0.9957708716392517
588,vitro,0.9883697628974915,multipl,0.9957682490348816
589,surveil,0.9883682131767273,explor,0.9957660436630249
590,bilater,0.988357424736023,upregul,0.9957596659660339
591,address,0.9883527159690857,play,0.9957437515258789
592,novel,0.9883465766906738,estim,0.995741605758667
593,racem,0.9883338212966919,place,0.9957404136657715
594,effici,0.9883037209510803,promis,0.9957186579704285
595,contagi,0.9883005619049072,effici,0.995699405670166
596,pathway,0.9882972836494446,usual,0.9956985712051392
597,india,0.9882904291152954,leverag,0.9956696033477783
598,serolog,0.9882879257202148,normal,0.9956669807434082
599,medicin,0.9882680177688599,collect,0.9956501722335815
600,underway,0.9882502555847168,final,0.9956497550010681
601,consider,0.9882221221923828,prepared,0.995630145072937
602,poison,0.9882150888442993,tri,0.9956187009811401
603,recov,0.9881882667541504,statu,0.9956153035163879
604,protocol,0.9881846308708191,sarslik,0.9955880641937256
605,examin,0.9881783127784729,groundglass,0.9955877065658569
606,resembl,0.9881543517112732,16,0.9955776929855347
607,downregul,0.9881181120872498,widespread,0.9955612421035767
608,2019,0.988100528717041,congest,0.9955611228942871
609,seventh,0.9880663752555847,experi,0.9955269694328308
610,stop,0.9880527257919312,symptomat,0.9955083727836609
611,account,0.9880448579788208,distribut,0.9954872727394104
612,monoclon,0.9880430102348328,mark,0.9954720735549927
613,atyp,0.9880374670028687,2,0.9954589605331421
614,know,0.9880044460296631,antioxid,0.995428740978241
615,probabl,0.9879900217056274,reproduct,0.9954115748405457
616,largescal,0.9879468679428101,speci,0.9953793883323669
617,analys,0.9879270195960999,wit,0.9953775405883789
618,gi,0.9879179000854492,onlin,0.9953552484512329
619,implic,0.9879121780395508,cover,0.995318591594696
620,done,0.9878634810447693,dissemin,0.9953162670135498
621,symptomat,0.9878543019294739,exploit,0.9953068494796753
622,experiment,0.9878367781639099,poison,0.995265007019043
623,incub,0.9878162145614624,crossinfect,0.9952376484870911
624,dataset,0.9878157377243042,ident,0.9952205419540405
625,infant,0.9878137111663818,necessari,0.9952089190483093
626,process,0.9877923727035522,latest,0.9951961040496826
627,phagolysosom,0.9877564907073975,economi,0.9951841831207275
628,women,0.9877414107322693,contagi,0.9951834082603455
629,govern,0.9877394437789917,scan,0.9951815605163574
630,gold,0.9877346754074097,aminotransferas,0.9951743483543396
631,hla,0.9877239465713501,strain,0.9951703548431396
632,posit,0.9877106547355652,ageold,0.9951648712158203
633,cover,0.9876992702484131,transpar,0.9951303005218506
634,tear,0.9876936674118042,chemic,0.9951181411743164
635,etiolog,0.9876871705055237,racem,0.9951082468032837
636,reach,0.9876812100410461,experiment,0.9950845837593079
637,opac,0.9876604676246643,vertic,0.995074987411499
638,amelior,0.987653374671936,identif,0.9950748682022095
639,secur,0.9876325130462646,character,0.9950741529464722
640,dissemin,0.9876188635826111,question,0.9950599074363708
641,humantohuman,0.9876182079315186,devic,0.9950499534606934
642,aminotransferas,0.987616240978241,fluid,0.9950117468833923
643,inhibit,0.9876083135604858,pregnanc,0.9949805736541748
644,guidanc,0.9875957369804382,infant,0.9949715733528137
645,distress,0.9875953197479248,inflammatori,0.9949700832366943
646,upregul,0.9875931143760681,learn,0.9949697256088257
647,place,0.987582802772522,lesson,0.9949473738670349
648,loss,0.9875621795654297,rais,0.9949343204498291
649,001,0.9875525236129761,anosmia,0.9949050545692444
650,good,0.9875403046607971,focu,0.9949015378952026
651,model,0.9875215291976929,specimen,0.9948945045471191
652,statu,0.9875118732452393,serolog,0.9948726892471313
653,latest,0.9874950051307678,govern,0.9948691129684448
654,insight,0.9874804019927979,opac,0.9948678612709045
655,upper,0.9874793291091919,imag,0.994863748550415
656,focu,0.9874476790428162,updat,0.9948515892028809
657,2,0.9874434471130371,women,0.9948298335075378
658,essenti,0.9874352216720581,via,0.9948017597198486
659,interv,0.9874314069747925,humantohuman,0.9947920441627502
660,analogu,0.9873970150947571,short,0.9947664141654968
661,innat,0.9873967170715332,disturb,0.9947375655174255
662,necessari,0.9873946905136108,certain,0.9947251081466675
663,imag,0.9873669147491455,word,0.9947128891944885
664,blood,0.9873443245887756,tear,0.9947106242179871
665,tri,0.9873380661010742,resembl,0.9947026968002319
666,cdc,0.9873254299163818,20022003,0.9946911931037903
667,cardiovascular,0.9873193502426147,purpos,0.9946832656860352
668,precaut,0.9872950315475464,room,0.994635820388794
669,hypertens,0.987291693687439,probabl,0.9946104288101196
670,prove,0.9872660040855408,loss,0.9946070909500122
671,vertic,0.9872589707374573,center,0.9946037530899048
672,tissu,0.9872441291809082,caus,0.9945924878120422
673,prepared,0.9872192144393921,hypertens,0.9945909380912781
674,becam,0.9872106313705444,potent,0.9945554137229919
675,20022003,0.9872075915336609,diarrhea,0.9945534467697144
676,access,0.9871852397918701,posit,0.99454665184021
677,made,0.9871842861175537,interv,0.9945437908172607
678,rais,0.9871718287467957,blood,0.994510293006897
679,purpos,0.9871635437011719,precaut,0.9945050477981567
680,alreadi,0.9871569871902466,produc,0.9944979548454285
681,room,0.9871371984481812,rel,0.9944949746131897
682,signal,0.9871249198913574,thousand,0.9944874048233032
683,advers,0.9871140122413635,gi,0.9944666028022766
684,question,0.9870754480361938,process,0.9944618344306946
685,antioxid,0.9870532155036926,die,0.9944577813148499
686,lifethreaten,0.9870412349700928,covert,0.9944050908088684
687,ii,0.9870103597640991,nuclear,0.9944033026695251
688,leader,0.9870054721832275,replic,0.9944018125534058
689,util,0.9870027303695679,concert,0.994400143623352
690,ophthalmologist,0.9870007038116455,shed,0.9943452477455139
691,ataxia,0.9869804382324219,innat,0.9943258762359619
692,78,0.9869552850723267,letter,0.9942914247512817
693,disturb,0.986946702003479,invad,0.9942870140075684
694,site,0.9869376420974731,lifethreaten,0.9942867755889893
695,secret,0.9869000911712646,polici,0.9942814707756042
696,learn,0.986869752407074,signal,0.9942631125450134
697,normal,0.9868646264076233,acut,0.9942456483840942
698,open,0.986862063407898,ii,0.994223415851593
699,invad,0.9868316650390625,account,0.9941967725753784
700,virus,0.986806333065033,turn,0.9941253662109375
701,polici,0.986804723739624,cdc,0.9941157102584839
702,certain,0.9867827892303467,2003,0.9940840005874634
703,devic,0.9867689609527588,bodi,0.994083821773529
704,speci,0.9867638945579529,site,0.9940697550773621
705,short,0.9867495894432068,tissu,0.9940450191497803
706,receptorbind,0.9867335557937622,regist,0.9940370321273804
707,turn,0.9867191910743713,largescal,0.99403315782547
708,diarrhea,0.986694872379303,atyp,0.993998646736145
709,throat,0.986688494682312,amelior,0.9939866065979004
710,exhibit,0.9866877794265747,underway,0.9939358234405518
711,threaten,0.9866836071014404,advers,0.9939268827438354
712,inflammatori,0.9866776466369629,hla,0.9938437938690186
713,experienc,0.986670970916748,materi,0.9938344955444336
714,come,0.9866639375686646,suitabl,0.9938154220581055
715,center,0.9866509437561035,must,0.9938056468963623
716,exosom,0.9866355061531067,part,0.9937447309494019
717,offici,0.9866300821304321,experienc,0.9937431812286377
718,devast,0.9866281747817993,prophylaxi,0.9937230348587036
719,produc,0.986609160900116,azithromycin,0.9936623573303223
720,medlin,0.986595869064331,ataxia,0.9936613440513611
721,benefit,0.9865796566009521,coronaviru,0.99364173412323
722,widespread,0.9865775108337402,gold,0.9935920834541321
723,regist,0.9865685701370239,repres,0.9935705661773682
724,brief,0.986526370048523,choic,0.9935667514801025
725,journal,0.9864834547042847,suppli,0.9935328960418701
726,via,0.9864723086357117,inhibit,0.993532657623291
727,potent,0.9864659309387207,secret,0.9935306310653687
728,insid,0.9864146709442139,select,0.9935044050216675
729,caus,0.9864076972007751,respiratori,0.9934919476509094
730,estim,0.986407458782196,elig,0.9934819340705872
731,nearrealtim,0.9864020347595215,phagolysosom,0.9934786558151245
732,consolid,0.9863901138305664,brief,0.9934650659561157
733,covert,0.9863900542259216,analogu,0.9934605360031128
734,onlin,0.9863574504852295,everi,0.9934548139572144
735,nuclear,0.9863418340682983,earlier,0.9934287071228027
736,fusion,0.9863335490226746,incid,0.9934144616127014
737,bodi,0.9863199591636658,journal,0.9934080839157104
738,scopu,0.9862699508666992,mediat,0.9933451414108276
739,laboratoryconfirm,0.9862645268440247,suspicion,0.9932999610900879
740,sensor,0.9862054586410522,nearrealtim,0.9932905435562134
741,thousand,0.9862000942230225,innov,0.9932849407196045
742,water,0.9861992597579956,leader,0.9932770133018494
743,digest,0.9861522912979126,neurovirul,0.9932351112365723
744,usual,0.9861398935317993,endocytosi,0.9932177066802979
745,unfold,0.9861059784889221,taken,0.9932069182395935
746,endocytosi,0.9861059188842773,offer,0.9931907653808594
747,ard,0.986070990562439,intellig,0.9931644797325134
748,die,0.986066460609436,open,0.9931631088256836
749,much,0.9860603213310242,etiolog,0.9931552410125732
750,quarantin,0.9860438704490662,sign,0.9931156635284424
751,earlier,0.9860386252403259,consolid,0.9931090474128723
752,rtpcr,0.9860373735427856,multiorgan,0.9930945634841919
753,panel,0.9859872460365295,theatr,0.9930790662765503
754,convalesc,0.9859840869903564,ard,0.9930579662322998
755,transpar,0.9859622716903687,know,0.9930521249771118
756,choic,0.9859552383422852,62,0.9930199980735779
757,prophylaxi,0.9859527349472046,seventh,0.9930049777030945
758,proven,0.9859438538551331,dashboard,0.9930031299591064
759,acut,0.9859415888786316,scopu,0.9929914474487305
760,multiorgan,0.9859233498573303,access,0.9929859042167664
761,innov,0.9859135150909424,field,0.9929197430610657
762,burden,0.9859020113945007,laboratoryconfirm,0.9929178953170776
763,13,0.9859013557434082,tool,0.9929152727127075
764,materi,0.9858991503715515,convalesc,0.992887020111084
765,dashboard,0.9858945608139038,endorgan,0.9928577542304993
766,field,0.9858574271202087,warrant,0.9928492307662964
767,carri,0.9857921004295349,good,0.9928443431854248
768,azithromycin,0.9857866764068604,alreadi,0.9927948713302612
769,select,0.985782265663147,secur,0.9927842617034912
770,repres,0.9857592582702637,last,0.9927645921707153
771,incid,0.985755443572998,rheumatologist,0.9927589893341064
772,confid,0.9857512712478638,panel,0.9927513599395752
773,decis,0.9857227206230164,deadli,0.9927322864532471
774,random,0.9857043027877808,exhibit,0.9927273392677307
775,must,0.9857009649276733,prove,0.9927213788032532
776,2003,0.985666036605835,benefit,0.9926722049713135
777,potenc,0.9856549501419067,13,0.992644190788269
778,valuabl,0.9855252504348755,util,0.992643415927887
779,rheumatologist,0.9855040311813354,link,0.9926428198814392
780,biomark,0.9854527115821838,78,0.9926316142082214
781,sarslik,0.9854384660720825,exosom,0.9926122426986694
782,scan,0.9854291677474976,endosom,0.9925049543380737
783,detriment,0.9854284524917603,ophthalmologist,0.9924972653388977
784,play,0.9854145050048828,reason,0.9924836158752441
785,life,0.9854083061218262,rtpcr,0.9924817085266113
786,corona,0.9854034185409546,corona,0.9924368858337402
787,identif,0.9853924512863159,intermedi,0.9924166202545166
788,regul,0.9853732585906982,substanti,0.9923895597457886
789,medium,0.9853668212890625,threaten,0.9923807978630066
790,lesson,0.9853503704071045,receptorbind,0.9923575520515442
791,pregnant,0.9852962493896484,random,0.9923156499862671
792,compani,0.9851513504981995,potenc,0.9922463893890381
793,suppli,0.9851123094558716,proven,0.9922459125518799
794,coronaviru,0.9851117134094238,unfold,0.9922289252281189
795,cq,0.9851105213165283,committe,0.992222011089325
796,sign,0.9850443005561829,behind,0.9922046661376953
797,zoonot,0.9850162267684937,extrapulmonari,0.9921810626983643
798,endosom,0.9849854111671448,biomark,0.9921718835830688
799,respiratori,0.9849830865859985,five,0.9921520948410034
800,mediat,0.9849644303321838,countriesregion,0.9921503067016602
801,character,0.984960675239563,much,0.9921488761901855
802,everi,0.9849530458450317,79,0.9921010732650757
803,elig,0.9849257469177246,ct,0.9920763969421387
804,behind,0.9849251508712769,would,0.9920470118522644
805,primari,0.984913170337677,conjunct,0.9920359253883362
806,chain,0.9848830699920654,73,0.9920333623886108
807,ventil,0.9848648905754089,essenti,0.9920163750648499
808,suspicion,0.9848611354827881,life,0.9919809103012085
809,62,0.9848374724388123,recov,0.9919768571853638
810,induc,0.9847828149795532,inflamm,0.9919678568840027
811,b,0.9847416877746582,ventil,0.9919676780700684
812,76,0.9847290515899658,17,0.991944432258606
813,taken,0.9847203493118286,beyond,0.9919193983078003
814,conjunct,0.9847157001495361,mitig,0.9918938875198364
815,employ,0.9846583604812622,long,0.9918778538703918
816,per,0.9846334457397461,correct,0.9918771982192993
817,context,0.9846251010894775,trigger,0.9918761253356934
818,region,0.9846128225326538,mottl,0.991872251033783
819,endorgan,0.9845869541168213,proteinchem,0.9918621778488159
820,accur,0.9845824241638184,fusion,0.991845965385437
821,link,0.9845767617225647,fgml,0.9918071031570435
822,retrospect,0.9845704436302185,toward,0.991791307926178
823,typic,0.9845660924911499,immunolog,0.9917596578598022
824,deadli,0.98455810546875,zoonot,0.9916919469833374
825,offer,0.9845427870750427,implic,0.9916484951972961
826,direct,0.9845095276832581,carri,0.991590142250061
827,extrapulmonari,0.9844980239868164,low,0.991567850112915
828,proteinchem,0.9844979047775269,regul,0.991562008857727
829,valu,0.9844929575920105,sensor,0.9915558695793152
830,suitabl,0.9844775795936584,decis,0.9914805889129639
831,last,0.984476625919342,proteas,0.9914775490760803
832,90,0.984473466873169,direct,0.9914447069168091
833,reason,0.9844568967819214,littl,0.9914436340332031
834,trigger,0.9844499826431274,throughout,0.9914223551750183
835,uptod,0.9844259023666382,medium,0.9913860559463501
836,replic,0.9844257831573486,quarantin,0.9913743734359741
837,academ,0.9844217300415039,dizzi,0.9913739562034607
838,coverag,0.9843509197235107,cellular,0.9913595914840698
839,either,0.9843235015869141,cq,0.9913564920425415
840,concert,0.9843178987503052,deriv,0.9913439154624939
841,accumul,0.984294056892395,per,0.9913421273231506
842,theatr,0.9842866063117981,digest,0.9913365840911865
843,intermedi,0.9842756986618042,b,0.9913027286529541
844,part,0.9842626452445984,obviou,0.9912397265434265
845,neurovirul,0.98424232006073,strengthen,0.9911981225013733
846,ethic,0.9842201471328735,dynam,0.9911556243896484
847,modal,0.9841758608818054,region,0.9911445379257202
848,central,0.9841672778129578,met,0.991123616695404
849,lymphopenia,0.984164297580719,pneumon,0.9911222457885742
850,dynam,0.9841217398643494,entri,0.9911218285560608
851,immunolog,0.9840301275253296,grew,0.9910880327224731
852,entri,0.984026312828064,nevertheless,0.9910749197006226
853,proteas,0.9840156435966492,andor,0.9910587072372437
854,five,0.9840059876441956,accumul,0.9910286664962769
855,fgml,0.9839251041412354,detriment,0.9909006953239441
856,realor,0.9839131832122803,specialti,0.9909003973007202
857,73,0.9838931560516357,water,0.9908924698829651
858,crp,0.9838786125183105,devast,0.9908396005630493
859,rise,0.9838435649871826,languag,0.9908280968666077
860,intellig,0.9837915301322937,confid,0.99080890417099
861,tradit,0.9837781190872192,31,0.9907740950584412
862,21,0.9837550520896912,chain,0.99076908826828
863,procalcitonin,0.9837542772293091,90,0.9907439351081848
864,17,0.9837462902069092,valu,0.9907301068305969
865,met,0.983744204044342,particular,0.9907296895980835
866,patholog,0.9837246537208557,insid,0.9907278418540955
867,elucid,0.9836369156837463,outsid,0.9906843304634094
868,strengthen,0.9836100339889526,24,0.9906548261642456
869,nevertheless,0.9835892915725708,infus,0.990612268447876
870,tool,0.983583927154541,retrospect,0.9906073808670044
871,countriesregion,0.9835329055786133,forens,0.9905993938446045
872,baricitinib,0.9835201501846313,21,0.9905740022659302
873,warn,0.9835121631622314,syndrom,0.9905638694763184
874,throughout,0.9834967255592346,accur,0.9905140995979309
875,mottl,0.9834372997283936,modal,0.9905011653900146
876,trace,0.9834201335906982,76,0.990498960018158
877,pneumon,0.9834154844284058,recognit,0.9904915690422058
878,regular,0.9834145903587341,expedit,0.9904468059539795
879,shed,0.983385443687439,ethic,0.9903719425201416
880,correct,0.9833495616912842,stop,0.9903429746627808
881,languag,0.9832994937896729,profession,0.9902980327606201
882,chloroquinehydroxychloroquin,0.9832963943481445,crp,0.9902920126914978
883,recognit,0.9832770824432373,137,0.9902409911155701
884,infus,0.9832669496536255,apart,0.99022376537323
885,grew,0.9831807613372803,burden,0.9902030825614929
886,would,0.9831757545471191,followup,0.9901899099349976
887,cov2,0.9831658601760864,product,0.990188479423523
888,resourc,0.9831578731536865,invas,0.9901856184005737
889,realtim,0.98314368724823,neutral,0.9901713132858276
890,profession,0.9831100106239319,coverag,0.9901195764541626
891,littl,0.9830369353294373,pain,0.9901148676872253
892,basic,0.9830352067947388,crossreact,0.9900863766670227
893,minim,0.9829936623573303,dysgeusia,0.9900111556053162
894,forens,0.9829694628715515,registri,0.9900103807449341
895,low,0.9829483032226562,heterogen,0.9900084733963013
896,neutral,0.9829047918319702,elucid,0.9899941682815552
897,older,0.982887864112854,typic,0.9899922609329224
898,ang,0.982862651348114,basic,0.9899849891662598
899,trajectori,0.9828294515609741,entir,0.9899652600288391
900,deriv,0.9827741384506226,colleagu,0.9899421334266663
901,inflamm,0.9827661514282227,context,0.989924967288971
902,dxi,0.9827378988265991,trace,0.9899147748947144
903,swab,0.9827206134796143,academ,0.989899754524231
904,market,0.9826588034629822,seafood,0.9898938536643982
905,three,0.9826580286026001,difficult,0.9898781776428223
906,httpwwwnhcgovcn,0.9826124906539917,huge,0.989838182926178
907,substanti,0.9824761152267456,descript,0.9898117780685425
908,warrant,0.982471227645874,primari,0.9898049831390381
909,outsid,0.9824634194374084,induc,0.9898033142089844
910,notic,0.9823899865150452,market,0.9897019267082214
911,syndrom,0.9823426008224487,importantli,0.9896895885467529
912,79,0.9822708964347839,travel,0.9896636605262756
913,specialti,0.9822620749473572,second,0.9896578788757324
914,team,0.982235848903656,lod,0.9896552562713623
915,seafood,0.9822315573692322,except,0.9896016120910645
916,crossreact,0.982201337814331,pregnant,0.9895858764648438
917,ultrasound,0.9821942448616028,enter,0.9895662665367126
918,committe,0.9821875095367432,furthermor,0.9895524382591248
919,otolaryngolog,0.9821586608886719,done,0.9895281791687012
920,second,0.9821491241455078,half,0.9895059466362
921,huge,0.982142984867096,offici,0.9895023703575134
922,evidenc,0.9821414947509766,trajectori,0.9894639253616333
923,83704,0.9821230173110962,extens,0.9894618988037109
924,toward,0.9821228384971619,domain,0.98945152759552
925,ang17,0.982120931148529,document,0.9894137382507324
926,minireview,0.982071042060852,compani,0.9894119501113892
927,particular,0.9820690155029297,procalcitonin,0.9894065856933594
928,acceler,0.9820246696472168,ang17,0.9894052147865295
929,pain,0.9820177555084229,tcell,0.9894047379493713
930,pointofcar,0.9820123910903931,lymphopenia,0.9893215298652649
931,tcell,0.9820010662078857,patholog,0.9892890453338623
932,entir,0.9819937348365784,uptod,0.989244818687439
933,varieti,0.9819797277450562,chloroquinehydroxychloroquin,0.9892368912696838
934,andor,0.9819628000259399,frequent,0.98923659324646
935,invas,0.9819388389587402,covid19rel,0.9892138242721558
936,furthermor,0.9819212555885315,cov2,0.9891535043716431
937,beyond,0.981906533241272,warn,0.9891382455825806
938,apart,0.9819059371948242,narr,0.9891289472579956
939,noteworthi,0.9818964004516602,minireview,0.989128589630127
940,evidencebas,0.9818702936172485,broad,0.9890970587730408
941,travel,0.9818546772003174,minim,0.989089846611023
942,enter,0.9818224906921387,mother,0.9890793561935425
943,dizzi,0.9817937612533569,tradit,0.9890727996826172
944,heterogen,0.9817873239517212,otolaryngolog,0.9890705943107605
945,prisma,0.9817156791687012,maintain,0.9890360236167908
946,undertaken,0.9817126989364624,varieti,0.9890280961990356
947,maintain,0.9817116260528564,singlestrand,0.9889057874679565
948,twitter,0.9816874265670776,evidencebas,0.9888734817504883
949,product,0.9816821813583374,enabl,0.9888561964035034
950,expedit,0.9816706776618958,regular,0.9887917637825012
951,document,0.9816381335258484,ang,0.9887910485267639
952,pressur,0.9815770983695984,grow,0.9887716770172119
953,cellular,0.9815661907196045,either,0.9887285828590393
954,duplic,0.9815459251403809,secondari,0.9886757135391235
955,31,0.9815099239349365,dengu,0.9886527061462402
956,pathogenet,0.9814707040786743,librari,0.9886504411697388
957,singlestrand,0.9814579486846924,viruss,0.9886360168457031
958,cyclosporin,0.9814168810844421,valuabl,0.9886110424995422
959,acquir,0.9814064502716064,adapt,0.9886037111282349
960,assist,0.981355607509613,rise,0.9885728359222412
961,obviou,0.9813185930252075,realtim,0.9885346293449402
962,pakistan,0.9811944365501404,assist,0.9884140491485596
963,long,0.9811821579933167,acquir,0.9883823394775391
964,followup,0.9811431765556335,older,0.9883626699447632
965,dysgeusia,0.9811150431632996,realor,0.9883615374565125
966,airway,0.9810215830802917,prisma,0.9883477091789246
967,virul,0.9810123443603516,worker,0.988336443901062
968,chiral,0.9809871912002563,resourc,0.9882688522338867
969,enabl,0.9809589385986328,unfortun,0.9882687330245972
970,deficit,0.9809243679046631,uniqu,0.98826003074646
971,igg,0.9808405637741089,pointofcar,0.9882181286811829
972,principl,0.9807938933372498,quantit,0.9881068468093872
973,fundament,0.9807363152503967,airway,0.9880803227424622
974,write,0.9807143807411194,implor,0.9880772233009338
975,51,0.9807081818580627,chiral,0.9880627393722534
976,wholesal,0.9806836247444153,ultrasound,0.9880326390266418
977,exclus,0.9806303977966309,twitter,0.987981915473938
978,mount,0.9806101322174072,agentssupport,0.9879510998725891
979,preexist,0.9806044101715088,employ,0.9879380464553833
980,24,0.9805735349655151,pressur,0.9879154562950134
981,pulmonari,0.9805119037628174,baricitinib,0.9879145622253418
982,worker,0.9804501533508301,postinfect,0.9878474473953247
983,molecul,0.9804285764694214,epidemiologist,0.9878241419792175
984,implor,0.9804279804229736,noteworthi,0.9877846837043762
985,epidemiologist,0.9804264903068542,aggress,0.9877625107765198
986,extens,0.9804183840751648,cinchona,0.9876687526702881
987,answer,0.9804090261459351,229e,0.987651526927948
988,broad,0.9803785085678101,deficit,0.987613320350647
989,difficult,0.9803519248962402,pakistan,0.9875982403755188
990,137,0.9802980422973633,expert,0.9875719547271729
991,quantit,0.980294942855835,httpwwwnhcgovcn,0.9875280857086182
992,restrict,0.9802772998809814,wastewat,0.9875056743621826
993,antigen,0.9802371263504028,preexist,0.9875054359436035
994,lod,0.9802181124687195,5,0.9875028729438782
995,descript,0.9802179336547852,membran,0.987458348274231
996,grow,0.9801324605941772,team,0.9874230623245239
997,western,0.9800562858581543,justifi,0.9873975515365601
998,narr,0.9800549745559692,principl,0.9873763918876648
999,border,0.9800545573234558,write,0.9873118996620178
1000,pharmacolog,0.9799962043762207,epicent,0.9872650504112244
1001,mother,0.9799924492835999,occurr,0.9872108697891235
1002,agentssupport,0.979926347732544,igg,0.9871010780334473
1003,librari,0.9798929691314697,swab,0.9870852828025818
1004,transduc,0.9798661470413208,outset,0.987015962600708
1005,dengu,0.9798581004142761,biosensor,0.9869937896728516
1006,increasingli,0.9798556566238403,extrem,0.9869929552078247
1007,adapt,0.9798482656478882,answer,0.9869790077209473
1008,biosensor,0.9798215627670288,techniqu,0.9869096875190735
1009,latent,0.9798125624656677,pulmonari,0.9868854284286499
1010,colleagu,0.9798040390014648,superspread,0.9868202209472656
1011,uniqu,0.9797695875167847,contract,0.9868044853210449
1012,5,0.9797144532203674,alkaloid,0.9867759943008423
1013,cultur,0.9797104597091675,central,0.9867439270019531
1014,2012,0.9796748161315918,cyclosporin,0.986735999584198
1015,subject,0.9796459674835205,variat,0.9867297410964966
1016,frequent,0.9796210527420044,hygien,0.9866710305213928
1017,except,0.9796123504638672,princess,0.9866187572479248
1018,visual,0.9795979857444763,disease19,0.986608624458313
1019,influenza,0.9795395135879517,improv,0.9865142107009888
1020,unfortun,0.9795326590538025,restrict,0.9865086078643799
1021,aggress,0.9794913530349731,mount,0.9864425659179688
1022,variat,0.9794862866401672,antagonist,0.9864065647125244
1023,half,0.9794843792915344,light,0.9863578677177429
1024,importantli,0.9794748425483704,weak,0.9863340258598328
1025,occup,0.9794691801071167,ade,0.9862923622131348
1026,100000,0.9793980121612549,pathogenet,0.986268162727356
1027,disease19,0.9793385863304138,retweet,0.9862267374992371
1028,techniqu,0.9793174266815186,massiv,0.9862037301063538
1029,cinchona,0.979236364364624,transduc,0.9861707091331482
1030,229e,0.9791709184646606,51,0.9860435724258423
1031,quickest,0.9791598916053772,increasingli,0.9860401153564453
1032,hyper,0.9791532158851624,border,0.9859895706176758
1033,breathless,0.9791449308395386,three,0.9859500527381897
1034,membran,0.9791085124015808,unusu,0.9859316945075989
1035,tremend,0.9790990352630615,exact,0.9859148263931274
1036,size,0.9790587425231934,understood,0.9858675003051758
1037,contract,0.9790461659431458,httpswwwwhoint,0.9858340620994568
1038,frequenc,0.979033350944519,amino,0.9858267307281494
1039,ncov2019,0.9790120720863342,cultur,0.9857908487319946
1040,unusu,0.9789912700653076,centuri,0.9857755303382874
1041,synthet,0.9789700508117676,synthet,0.985771119594574
1042,panic,0.9788721799850464,hku1,0.9857610464096069
1043,covid19rel,0.9788581132888794,antigen,0.9857535362243652
1044,domain,0.9788426160812378,form,0.9857523441314697
1045,hku1,0.9788365960121155,index,0.9857503175735474
