,ct,cos,mask,cos
532,within,0.20767204463481903,breastfe,0.5342128872871399
533,better,0.20748044550418854,abl,0.53369140625
534,current,0.2074611783027649,pneumonia,0.5336546897888184
535,wvg,0.20731043815612793,±,0.5332480669021606
536,25711,0.20714911818504333,promot,0.532248854637146
537,analysi,0.20697975158691406,histori,0.5320127010345459
538,440,0.20687857270240784,analysi,0.5304790139198303
539,continu,0.20686863362789154,placebo,0.5297589302062988
540,electrospin,0.20686762034893036,address,0.5296940803527832
541,622,0.2068386673927307,revers,0.5293149948120117
542,challeng,0.20620718598365784,male,0.5271908640861511
543,liquid,0.20615291595458984,avoid,0.5262628793716431
544,igg,0.20598700642585754,frequent,0.5252032279968262
545,significantli,0.20590588450431824,recogn,0.5227426290512085
546,unpreced,0.2057971954345703,mitig,0.5210117697715759
547,european,0.20572523772716522,share,0.5185269117355347
548,cinahl,0.2055368721485138,valu,0.5181206464767456
549,analys,0.2055339515209198,best,0.5179061889648438
550,eye,0.20538103580474854,asian,0.5170059204101562
551,obes,0.2044646143913269,interact,0.5169416666030884
552,presenc,0.2040921151638031,stay,0.516600489616394
553,although,0.2039012610912323,often,0.5158991813659668
554,softwar,0.2038150429725647,autopsi,0.5152300000190735
555,propens,0.20345425605773926,alloc,0.5147499442100525
556,record,0.20336036384105682,doctor,0.5143466591835022
557,noth,0.20266218483448029,involv,0.5142440795898438
558,film,0.20253977179527283,conjunct,0.5142012238502502
559,2nd,0.2024952471256256,author,0.5138342380523682
560,proper,0.2024480402469635,host,0.5128819942474365
561,mean,0.20227815210819244,nevertheless,0.5120905041694641
562,crisi,0.2021523267030716,product,0.5118300318717957
563,commonli,0.2020866870880127,defer,0.5116698145866394
564,neurosurgeon,0.20207606256008148,despit,0.5097798109054565
565,aha,0.20200495421886444,vari,0.5095057487487793
566,n514,0.20176678895950317,cerebellar,0.5094304084777832
567,24,0.2012675702571869,predict,0.509355902671814
568,facil,0.2011871635913849,recruit,0.5090997219085693
569,airway,0.2010200321674347,phase,0.5087571740150452
570,iga,0.20081879198551178,retrospect,0.5079661011695862
571,candid,0.20078754425048828,100,0.5067468285560608
572,transpar,0.20059873163700104,conduct,0.5063202381134033
573,purifi,0.20048095285892487,ophthalmologist,0.5061486959457397
574,pennsylvania,0.20047107338905334,upon,0.505370020866394
575,transduct,0.20042115449905396,herb,0.5051945447921753
576,breast,0.20034164190292358,82,0.5041732788085938
577,interrupt,0.2002772092819214,german,0.5037853121757507
578,deal,0.20026755332946777,decreas,0.5033003091812134
579,type,0.20017141103744507,nose,0.5023796558380127
580,shed,0.19971419870853424,diamet,0.5022401213645935
581,131,0.19937041401863098,enrol,0.5011681914329529
582,dramat,0.19934269785881042,reflect,0.5011670589447021
583,herb,0.1992681622505188,schedul,0.5005771517753601
584,aerosolgener,0.19922500848770142,infodem,0.49956968426704407
585,seriou,0.19870340824127197,29,0.49898409843444824
586,toronto,0.19859199225902557,local,0.4989364445209503
587,hundr,0.19833815097808838,receiv,0.49883443117141724
588,rapid,0.19832569360733032,doubl,0.4979044198989868
589,pathogen,0.19829988479614258,academ,0.49703171849250793
590,mouth,0.19793806970119476,ha,0.4965488314628601
591,creat,0.19788077473640442,randomis,0.4962505102157593
592,chest,0.1978519856929779,perspect,0.49605152010917664
593,point,0.1978297233581543,eye,0.4957959055900574
594,incid,0.19769155979156494,given,0.49468743801116943
595,context,0.1974017322063446,declin,0.49421900510787964
596,uniqu,0.19731764495372772,govern,0.4941101372241974
597,actual,0.19727802276611328,ocular,0.4928945302963257
598,alon,0.19683364033699036,analyz,0.4914221167564392
599,adequ,0.19681662321090698,probabl,0.49011221528053284
600,dgu,0.1964372843503952,reason,0.48877474665641785
601,fulli,0.19638587534427643,unprotect,0.4882129430770874
602,"a,",0.19637657701969147,food,0.4879113435745239
603,repetit,0.19626837968826294,airway,0.4878421723842621
604,spous,0.1962016522884369,literatur,0.48718732595443726
605,ppe,0.19617930054664612,igg,0.4869714379310608
606,matter,0.19617649912834167,bodi,0.4832488000392914
607,20000,0.19615982472896576,origin,0.48318424820899963
608,serolog,0.1961401402950287,univers,0.4827508330345154
609,garden,0.1960831731557846,expos,0.48230835795402527
610,septemb,0.19601929187774658,experi,0.48162952065467834
611,tablet,0.1958388090133667,colostrum,0.48156750202178955
612,enough,0.19581228494644165,95ci,0.48087626695632935
613,larg,0.1958099901676178,stabl,0.48029911518096924
614,adult,0.1957579255104065,chines,0.47897982597351074
615,communitybas,0.19572028517723083,natur,0.4783497452735901
616,work,0.1953887939453125,incom,0.4774722754955292
617,elev,0.19536557793617249,easili,0.47597208619117737
618,mani,0.19535064697265625,benefit,0.4747946262359619
619,therefor,0.19529122114181519,misunderstand,0.4746423661708832
620,climat,0.195210799574852,descript,0.4744778871536255
621,74,0.19519154727458954,57,0.4735926687717438
622,250,0.19518038630485535,carrier,0.47333112359046936
623,respiratoryborn,0.19507530331611633,other,0.47281530499458313
624,edema,0.19506746530532837,travel,0.4714691638946533
625,administr,0.19483867287635803,commerci,0.4714202582836151
626,determin,0.19479131698608398,adequ,0.4713573455810547
627,imag,0.19462479650974274,burden,0.47065651416778564
628,renal,0.19449013471603394,approv,0.4693564772605896
629,strongli,0.19426791369915009,hypothes,0.4689377546310425
630,viewpoint,0.19421373307704926,prolong,0.4685470163822174
631,seven,0.19406403601169586,8,0.4678264260292053
632,benefit,0.1940155178308487,40,0.4677552282810211
633,particularli,0.19389274716377258,schoolschildcar,0.46750903129577637
634,cross,0.193832665681839,aspect,0.46501678228378296
635,schedul,0.1938256323337555,wvg,0.46474242210388184
636,oklahoma,0.19350747764110565,moreov,0.4641062617301941
637,nonurg,0.19335027039051056,7,0.4626786708831787
638,furthermor,0.19307741522789001,19,0.46238237619400024
639,glove,0.19305451214313507,secret,0.4616270661354065
640,acquisit,0.19300709664821625,residenti,0.46015840768814087
641,contribut,0.1929859220981598,help,0.45814836025238037
642,diagnosi,0.1929669976234436,nosocomi,0.4581303596496582
643,icu,0.19294503331184387,headach,0.45572733879089355
644,wet,0.1928393840789795,italian,0.45525386929512024
645,describ,0.19283801317214966,shortag,0.45066750049591064
646,syndromecoronavirus2,0.192763090133667,experiment,0.4502215087413788
647,myoton,0.192758709192276,immunocomplex,0.44978851079940796
648,virusladen,0.19266588985919952,015,0.4483976364135742
649,markedli,0.19265328347682953,paper,0.44825461506843567
650,wash,0.1924906075000763,arid,0.44789403676986694
651,nanotechnolog,0.19230468571186066,character,0.4476698935031891
652,exampl,0.19224801659584045,guidanc,0.44745326042175293
653,spring,0.1919061243534088,preval,0.44744354486465454
654,ahousehold,0.19187209010124207,regist,0.44625598192214966
655,regard,0.19166482985019684,middl,0.4454514980316162
656,stop,0.1915569305419922,particul,0.4450490474700928
657,improv,0.19149889051914215,commonli,0.4449657201766968
658,31st,0.19107414782047272,women,0.4447374641895294
659,breastfe,0.1909126341342926,78,0.44470834732055664
660,standard,0.1908423900604248,abandon,0.4444632828235626
661,address,0.19083818793296814,central,0.4440155625343323
662,immedi,0.19049789011478424,iga,0.4439244866371155
663,util,0.19035382568836212,microbi,0.4428257346153259
664,odd,0.1900649517774582,24,0.44239354133605957
665,£74999,0.18985231220722198,theoret,0.4415770173072815
666,nanoencapsul,0.18977051973342896,combin,0.4410060942173004
667,keen,0.18940436840057373,extens,0.44100239872932434
668,low,0.18925920128822327,sign,0.4409893751144409
669,valid,0.1890665590763092,breast,0.4402562379837036
670,barcelona,0.18883655965328217,subsequ,0.4401586651802063
671,centr,0.18860435485839844,interest,0.4400217533111572
672,videoeeg,0.1884816288948059,elig,0.439397931098938
673,cytokin,0.18844211101531982,usd,0.4393662214279175
674,research,0.18833734095096588,allow,0.4384462833404541
675,lipner,0.18827539682388306,80,0.43834611773490906
676,largest,0.18820130825042725,anesthesiologist,0.4382028877735138
677,share,0.18812869489192963,000,0.4376753568649292
678,preexposur,0.18777619302272797,significantli,0.43736347556114197
679,headtohead,0.187608003616333,focus,0.4372970461845398
680,100,0.18740570545196533,modul,0.437131404876709
681,cycl,0.1871875524520874,fulfil,0.43701186776161194
682,forget,0.18697679042816162,substanti,0.4368937313556671
683,file,0.18683144450187683,59,0.43668025732040405
684,fail,0.18670696020126343,advantag,0.4345974326133728
685,retinopathi,0.18665766716003418,compat,0.43413329124450684
686,stress,0.18632477521896362,oxygen,0.43351155519485474
687,bmc,0.1862521469593048,yet,0.4331526756286621
688,peopl,0.18621286749839783,commiss,0.4324955344200134
689,academ,0.18614110350608826,iqr,0.432436466217041
690,websit,0.1859252154827118,sarscov,0.43221837282180786
691,defeat,0.18578769266605377,registr,0.4319336414337158
692,understand,0.18575264513492584,similar,0.4317401051521301
693,relat,0.18528370559215546,enzym,0.43121612071990967
694,upon,0.1851227879524231,g,0.4306260347366333
695,stool,0.1850782185792923,shown,0.43004393577575684
696,zaleplonpregnancybreastfeedinghistori,0.1850317120552063,×,0.4289250373840332
697,felt,0.18501722812652588,head,0.4286308288574219
698,uptak,0.18498186767101288,fail,0.428261399269104
699,enrol,0.18479451537132263,restrict,0.4277935326099396
700,great,0.18477830290794373,surgeon,0.42733779549598694
701,nasopharyng,0.18464404344558716,monik,0.42703497409820557
702,saliva,0.18456684052944183,2003,0.42476701736450195
703,background,0.18449002504348755,kingdom,0.42436784505844116
704,dilig,0.18419384956359863,familiar,0.4243299663066864
705,deactiv,0.1841222047805786,incens,0.4233110547065735
706,temperatur,0.18411360681056976,circul,0.4226587414741516
707,electron,0.18370099365711212,humid,0.4219004809856415
708,latex,0.1836857795715332,uniqu,0.420432984828949
709,resurg,0.18364641070365906,thorough,0.42042702436447144
710,flat,0.18359433114528656,essay,0.4190859794616699
711,word,0.18340438604354858,prepar,0.41876018047332764
712,precaut,0.18340083956718445,anesthesia,0.4185047447681427
713,iv,0.18301887810230255,23,0.4178841710090637
714,poland,0.1828356683254242,point,0.41779041290283203
715,icd10,0.18262740969657898,end,0.4176305830478668
716,condit,0.18251600861549377,parent,0.4171287417411804
717,america,0.18238958716392517,aerodynam,0.4163301885128021
718,trauma,0.18222388625144958,proport,0.4154457449913025
719,surround,0.1820625215768814,facial,0.4138699769973755
720,exempt,0.18191778659820557,garbag,0.4136083424091339
721,albeit,0.1818949580192566,experienc,0.4131627082824707
722,rescu,0.1818222999572754,impact,0.41260915994644165
723,selfextract,0.18176902830600739,cerebrospin,0.41229844093322754
724,establish,0.18151316046714783,durat,0.41197720170021057
725,warrant,0.1814420223236084,herniat,0.4118844270706177
726,investig,0.18138191103935242,target,0.4116341471672058
727,presbyterian,0.1812308132648468,last,0.4116330146789551
728,quarantin,0.18121662735939026,interpret,0.4112823009490967
729,hcq,0.1810290366411209,burn,0.4100140631198883
730,hardship,0.18095731735229492,statist,0.4088822603225708
731,help,0.1808059960603714,agenc,0.4086962342262268
732,necess,0.18076454102993011,classif,0.40835317969322205
733,hospitalis,0.1806030124425888,imag,0.40703845024108887
734,compet,0.18054769933223724,space,0.4066011607646942
735,20ml,0.1804739236831665,size,0.4065520167350769
736,issu,0.18042173981666565,wash,0.40507298707962036
737,h,0.18034012615680695,aerosolgener,0.4050050675868988
738,efficaci,0.180049329996109,arrest,0.4036458134651184
739,43,0.18001526594161987,mandat,0.40355390310287476
740,682,0.1799933910369873,hypertens,0.4025729298591614
741,rest,0.17952358722686768,serv,0.40256309509277344
742,77yearold,0.1795060932636261,sampler,0.402351975440979
743,essenti,0.1793796718120575,execut,0.4021592438220978
744,excess,0.1793433576822281,prospect,0.40107831358909607
745,pandemicadapt,0.17918960750102997,combat,0.4009312093257904
746,despit,0.17917540669441223,3847,0.40088358521461487
747,fact,0.17900504171848297,list,0.40022987127304077
748,ethic,0.17895181477069855,tissu,0.3999897241592407
749,aggress,0.17872299253940582,site,0.3997404873371124
750,99,0.17868387699127197,77,0.3971630036830902
751,prewarm,0.1783476173877716,harsh,0.39653611183166504
752,dizzi,0.17820081114768982,file,0.3965282142162323
753,key,0.17818939685821533,longest,0.39633268117904663
754,76,0.1780543327331543,presenc,0.3955466151237488
755,nonconvuls,0.1779472976922989,μm,0.39532670378685
756,convers,0.177940234541893,strongli,0.39520126581192017
757,man,0.1779399961233139,exclud,0.39465904235839844
758,difficulti,0.1778867244720459,black,0.3946093022823334
759,germani,0.1778508573770523,recombin,0.3941431939601898
760,endosom,0.17765295505523682,nhrc,0.3939882516860962
761,palm,0.1775905191898346,maximum,0.3936612606048584
762,n95,0.17743408679962158,institut,0.3931144177913666
763,referr,0.1770247519016266,stool,0.39280834794044495
764,way,0.17695054411888123,acknowledg,0.39277273416519165
765,compos,0.17691026628017426,order,0.39276984333992004
766,supermicron,0.1765991449356079,mild,0.39243650436401367
767,indispens,0.17657867074012756,manifest,0.3923946022987366
768,±,0.17617443203926086,narr,0.39186370372772217
769,contagi,0.17587371170520782,proper,0.39142894744873047
770,diagnos,0.17546257376670837,minim,0.3903856873512268
771,dietari,0.17546150088310242,utmost,0.39004915952682495
772,stabl,0.17525261640548706,107,0.3900156617164612
773,initi,0.17522482573986053,contagi,0.3896213173866272
774,shoe,0.17521624267101288,die,0.38914233446121216
775,g,0.17508795857429504,56,0.3884204030036926
776,etiology7psoriasis8porphyria9known,0.17497479915618896,eventu,0.38776737451553345
777,176696,0.17496633529663086,cluster,0.3868112564086914
778,appli,0.17482592165470123,car,0.3864855170249939
779,held,0.17394524812698364,chest,0.38642895221710205
780,modu,0.17392273247241974,pep,0.3863905668258667
781,timelin,0.17366044223308563,analyt,0.38637298345565796
782,earlier,0.17361494898796082,106,0.3862171173095703
783,serious,0.17342212796211243,antibodi,0.3859902620315552
784,116,0.1730566769838333,climat,0.3854272663593292
785,central,0.17286242544651031,flat,0.385220468044281
786,interleukin,0.17267346382141113,intend,0.3849020004272461
787,tast,0.172573521733284,perceiv,0.38458919525146484
788,coronavirus19,0.17246663570404053,resourc,0.3845549523830414
789,facebook,0.17233452200889587,sometim,0.3842756152153015
790,profession,0.17224647104740143,sneez,0.3841753900051117
791,transmissionspread,0.17219604551792145,versu,0.3837757706642151
792,layer,0.17211490869522095,icu,0.383512943983078
793,step,0.1720755398273468,train,0.3834512531757355
794,overconsumpt,0.17197231948375702,solv,0.38326090574264526
795,26th,0.17194601893424988,stress,0.3827681839466095
796,30000,0.17183348536491394,kong,0.3826133608818054
797,onemonth,0.17181485891342163,seem,0.3823690414428711
798,primarili,0.17180892825126648,fc,0.38161247968673706
799,ad,0.17163793742656708,rational,0.3815215826034546
800,sent,0.17137646675109863,usual,0.38131532073020935
801,batorigin,0.17126284539699554,minut,0.3807821273803711
802,32,0.17120853066444397,dietari,0.3806307911872864
803,20feb2020,0.17117124795913696,handwash,0.3804555833339691
804,23,0.1711203157901764,mechan,0.38029515743255615
805,yeast,0.17096903920173645,glass,0.3801127076148987
806,arid,0.17073220014572144,prolif,0.38004761934280396
807,heat,0.17053575813770294,east,0.3799991011619568
808,camper,0.1700182557106018,version,0.37994736433029175
809,53,0.16994279623031616,naturalmechan,0.379883348941803
810,indic,0.16992515325546265,interrupt,0.3794246315956116
811,around,0.16980448365211487,emphas,0.37879323959350586
812,stage,0.16969989240169525,flu,0.37815195322036743
813,eightythre,0.1696660816669464,expert,0.3777424693107605
814,2021,0.16962069272994995,strengthen,0.37748199701309204
815,scientif,0.16939181089401245,orlean,0.37743550539016724
816,glycanshield,0.16934406757354736,make,0.3753657341003418
817,disinfect,0.1688859760761261,attempt,0.37527984380722046
818,overal,0.1688075214624405,municip,0.3750772774219513
819,fraction,0.1686985045671463,modern,0.37506794929504395
820,retail,0.16869351267814636,immunoglobulin,0.3750253915786743
821,ensur,0.16867268085479736,accept,0.3750050365924835
822,colombo,0.168544203042984,dentistri,0.3741891086101532
823,index,0.16846725344657898,korea,0.37351661920547485
824,9th,0.1684223711490631,lactat,0.3734346032142639
825,p,0.16819241642951965,anesthesiolog,0.37341415882110596
826,keep,0.16816776990890503,extract,0.3733164668083191
827,dismal,0.1681264489889145,ethic,0.37276366353034973
828,gel,0.16760025918483734,fulmin,0.3724847435951233
829,sheet,0.16748757660388947,psycholog,0.37206485867500305
830,bring,0.1674463152885437,anoth,0.37174203991889954
831,warsaw,0.1672709882259369,view,0.37151825428009033
832,approv,0.16717574000358582,nurs,0.3714030981063843
833,curb,0.16696617007255554,copiesml,0.3709103465080261
834,998,0.16692209243774414,damag,0.37063828110694885
835,took,0.16654366254806519,besid,0.3704982101917267
836,illustr,0.16634592413902283,mode,0.37049758434295654
837,print,0.16632232069969177,recoveri,0.3700629770755768
838,smoke,0.1663137972354889,bind,0.36980482935905457
839,73,0.16623058915138245,041,0.36949869990348816
840,encompass,0.1662036031484604,ensur,0.36945489048957825
841,mitig,0.16616784036159515,special,0.3689253032207489
842,brain,0.16600190103054047,futur,0.36834996938705444
843,bodi,0.165736585855484,workforc,0.36785176396369934
844,arteri,0.16531509160995483,68,0.3674255907535553
845,rna,0.16523641347885132,33,0.3669682741165161
846,importantli,0.16514945030212402,microbiolog,0.3655363917350769
847,harm,0.16509583592414856,purpos,0.36534443497657776
848,commenc,0.16505971550941467,mandatori,0.36486655473709106
849,santa,0.1649654656648636,patholog,0.36482080817222595
850,946,0.16470922529697418,progress,0.3647412061691284
851,committe,0.16466650366783142,throughout,0.3647107779979706
852,institut,0.16462229192256927,electron,0.36470067501068115
853,105,0.16458535194396973,load,0.3639826774597168
854,psycholog,0.16407933831214905,hepa,0.36371707916259766
855,discourag,0.16402573883533478,r0,0.3635694980621338
856,older,0.1638716757297516,insuffici,0.3635258376598358
857,107,0.16358384490013123,repositori,0.36234018206596375
858,anoth,0.16353532671928406,inactiv,0.3621361255645752
859,focus,0.16349339485168457,granol,0.3616998791694641
860,harsh,0.16333524882793427,fullfac,0.35981136560440063
861,ppequestionnair,0.16332319378852844,unfortun,0.3597152829170227
862,fund,0.1630331426858902,conjunctiv,0.3592031002044678
863,insuffici,0.16303285956382751,20000,0.35915902256965637
864,commun,0.16260965168476105,62,0.3587384819984436
865,985,0.16249601542949677,0,0.358551561832428
866,ophthalmologist,0.16224727034568787,bodili,0.3584914207458496
867,mri,0.16217824816703796,influenzalik,0.35830533504486084
868,20100,0.16207796335220337,way,0.3581589162349701
869,percentag,0.16200390458106995,1st,0.35811328887939453
870,trade,0.1618548482656479,undertaken,0.35788971185684204
871,experienc,0.1618427038192749,noth,0.35760772228240967
872,ambulatoryeeg,0.16171976923942566,propos,0.3569072484970093
873,biomicroscop,0.16160210967063904,offlabel,0.3561692237854004
874,anesthesiologist,0.16144424676895142,convey,0.3555947244167328
875,infectionto,0.16124439239501953,mefloquin,0.35461196303367615
876,differenti,0.16081133484840393,soap,0.35457369685173035
877,sanction,0.16057702898979187,websit,0.3544626533985138
878,reaction,0.1605718433856964,aspir,0.3543647527694702
879,tool,0.16050632297992706,databas,0.35388249158859253
880,percapita,0.1604640930891037,section,0.3535061478614807
881,inflammatori,0.16016751527786255,key,0.3533798158168793
882,failur,0.15989148616790771,integr,0.35308030247688293
883,scrutin,0.15981516242027283,26,0.35302749276161194
884,iran,0.1596771478652954,1known,0.3528308570384979
885,years2hospitalis,0.15961265563964844,prone,0.3528194725513458
886,stretcher,0.15951400995254517,polici,0.35260987281799316
887,attitud,0.15922953188419342,strictli,0.3525669574737549
888,imposs,0.15921235084533691,don,0.35248327255249023
889,9467,0.15914477407932281,done,0.3524184823036194
890,morbid,0.15909402072429657,3000,0.35163095593452454
891,implement,0.15900979936122894,3dprintabl,0.3515925705432892
892,kong,0.1589694619178772,hemodialysi,0.35137152671813965
893,ml,0.15884360671043396,sarscov2covid19,0.35136663913726807
894,28,0.15874677896499634,paramount,0.35124507546424866
895,attack,0.15874654054641724,urt,0.35113081336021423
896,overreli,0.15872074663639069,ach,0.351051926612854
897,depress,0.158593088388443,ggta1,0.35062915086746216
898,2000,0.15858273208141327,u071,0.350568562746048
899,geograph,0.158473402261734,african,0.35028135776519775
900,postdeliveri,0.15845422446727753,pm25,0.3502616286277771
901,515,0.15835942327976227,2296,0.3500172197818756
902,confid,0.15834805369377136,center,0.3492840528488159
903,stay,0.15808236598968506,regul,0.3490041494369507
904,volum,0.15786531567573547,pregnanc,0.34897011518478394
905,dexamethason,0.15783552825450897,0039,0.34791749715805054
906,interestingli,0.15772131085395813,basilicata,0.3477102816104889
907,10·7,0.1575106382369995,twothird,0.34761548042297363
908,japan,0.15733565390110016,globe,0.3467836081981659
909,1275,0.15723054111003876,modu,0.34642839431762695
910,last,0.15716248750686646,fabric,0.3463306128978729
911,viabl,0.15714037418365479,laboratoryconfirm,0.3457387089729309
912,22,0.15713903307914734,crucial,0.3456081449985504
913,2664,0.15700691938400269,colombo,0.34544622898101807
914,turmoil,0.15685757994651794,99,0.3454180359840393
915,certifi,0.15679986774921417,101,0.344764769077301
916,attent,0.1567005217075348,complianc,0.34469759464263916
917,cubicl,0.15663786232471466,water,0.34448134899139404
918,india,0.15662622451782227,pvalu,0.3440592288970947
919,alcoholbas,0.1566181778907776,true,0.34399303793907166
920,careseek,0.15661127865314484,subject,0.34384027123451233
921,m,0.15659360587596893,constitut,0.34336140751838684
922,microwavegener,0.15654048323631287,£74999,0.3430233299732208
923,istat,0.15651331841945648,22,0.3429912328720093
924,hiv,0.15633438527584076,chloroquin,0.3427819013595581
925,head,0.15598905086517334,tackl,0.3426220118999481
926,1mg2ml,0.15573102235794067,pandemicadapt,0.3416838049888611
927,2972020,0.1556932032108307,rotat,0.3415450155735016
928,ward,0.1556181013584137,unknown,0.3414025604724884
929,mission,0.1556064784526825,depend,0.34130698442459106
930,titl,0.15556184947490692,aor,0.34063732624053955
931,virul,0.15554530918598175,mix,0.34043195843696594
932,diagnost,0.15548066794872284,trauma,0.3400629758834839
933,essay,0.15547016263008118,rct,0.33994966745376587
934,qt,0.15540800988674164,circuit,0.3397667407989502
935,number2,0.15520429611206055,smr,0.3395877778530121
936,squamou,0.15476705133914948,percentag,0.3395543098449707
937,respirators†,0.1546953022480011,link,0.33953332901000977
938,cellskg,0.15453974902629852,skill,0.3386567533016205
939,zoonot,0.15453186631202698,radiat,0.3379080891609192
940,carbon,0.1545150727033615,great,0.3378082513809204
941,decis,0.15430408716201782,attack,0.3372291326522827
942,adolesc,0.1542656272649765,lack,0.3361492455005646
943,sector,0.15424290299415588,refut,0.3355824649333954
944,1st,0.15412995219230652,clarifi,0.3351251482963562
945,adapt,0.15411695837974548,correspond,0.33504825830459595
946,induc,0.15388396382331848,marker,0.33494138717651367
947,emphas,0.15383011102676392,mainli,0.3348793089389801
948,question,0.15382759273052216,curb,0.3339550495147705
949,ircc,0.15381845831871033,etc,0.3337351977825165
950,ligand,0.1536906361579895,techniqu,0.3337115943431854
951,symptomat,0.1536487638950348,elev,0.33358293771743774
952,recoveri,0.15354405343532562,explor,0.3335728049278259
953,remain,0.15344202518463135,1000,0.3335716426372528
954,36,0.15342073142528534,21,0.33345550298690796
955,lot,0.1532546877861023,fomit,0.33343571424484253
956,haloperidol,0.15321263670921326,mimicri,0.3327367901802063
957,r0837,0.1531715840101242,phylogenet,0.3326844573020935
958,20191,0.15303321182727814,monoclon,0.3322775363922119
959,list,0.15302017331123352,demand,0.33227115869522095
960,rdt,0.1529223918914795,51000,0.33181843161582947
961,still,0.15282319486141205,york,0.3317672610282898
962,must,0.15279757976531982,goggl,0.33169829845428467
963,familiar,0.1524660885334015,good,0.3316110670566559
964,averag,0.15232937037944794,weigh,0.3313155770301819
965,il6,0.1522824764251709,regress,0.3311203420162201
966,gastrointestin,0.15212520956993103,3dprint,0.33104872703552246
967,load,0.15212276577949524,1275,0.33096686005592346
968,extraordinari,0.15208664536476135,contract,0.330896258354187
969,nei,0.15206721425056458,shorten,0.33062100410461426
970,cabinet,0.15148773789405823,comfort,0.3299941122531891
971,effici,0.15144728124141693,tamoxifen11known,0.32994353771209717
972,uniform,0.15128552913665771,gastrointestin,0.3294464647769928
973,followup,0.15118861198425293,copi,0.32827335596084595
974,maxim,0.15114060044288635,decis,0.3281579613685608
975,receiv,0.15101519227027893,assumpt,0.32811403274536133
976,neck,0.15083840489387512,headboard,0.32791566848754883
977,waterproof,0.15082687139511108,seriou,0.32732439041137695
978,cct,0.15073435008525848,pattern,0.3271214962005615
979,circuit,0.15068626403808594,specimen,0.3268156051635742
980,ritonavir,0.1504552662372589,independ,0.32664021849632263
981,make,0.15032383799552917,neck,0.3262944221496582
982,ascbas,0.15020138025283813,dyspnea,0.32587748765945435
983,food,0.15014706552028656,identif,0.3253577649593353
984,whether,0.1500629037618637,deliveri,0.3251890242099762
985,oncedaili,0.14988571405410767,n,0.32447493076324463
986,anal,0.14973117411136627,featur,0.32417869567871094
987,binomi,0.1496942937374115,sound,0.3227720260620117
988,quantiti,0.14959716796875,rule,0.3224242329597473
989,normal,0.14949138462543488,amiodaron,0.32231318950653076
990,univers,0.14938810467720032,mycobacterium,0.32162004709243774
991,n95ffp2,0.1490268111228943,96,0.3214623034000397
992,78,0.14860177040100098,careseek,0.32120537757873535
993,fortyfour,0.14853182435035706,cite,0.32119905948638916
994,station,0.14808890223503113,code,0.32094454765319824
995,nurs,0.1478257179260254,rel,0.3209037184715271
996,135,0.14777901768684387,plateau,0.3205801546573639
997,cytometri,0.14777210354804993,suppress,0.3204413652420044
998,microbiolog,0.14773507416248322,manufactur,0.3202066421508789
999,facemask,0.1476856768131256,literaci,0.3198130130767822
1000,crucial,0.1476213037967682,encount,0.3196668028831482
1001,diminish,0.14753326773643494,1809,0.31915491819381714
1002,singlestrand,0.14745764434337616,scheme,0.31822511553764343
1003,decid,0.14732491970062256,frontlin,0.3182070255279541
1004,decreas,0.14727027714252472,iii,0.3180104196071625
1005,allow,0.1471845507621765,crosscontamin,0.3175196051597595
1006,silk,0.14714810252189636,iggigm,0.31747692823410034
1007,take,0.14706245064735413,dof,0.3172973394393921
1008,affect,0.1469465047121048,quickli,0.3172350227832794
1009,hot,0.1466953009366989,birth,0.3168492317199707
1010,wellestablish,0.14665070176124573,v,0.31681567430496216
1011,fluid,0.14664188027381897,degre,0.3156299889087677
1012,though,0.14663644134998322,stop,0.3156258165836334
1013,majorli,0.1465834230184555,million,0.31529414653778076
1014,interim,0.14639323949813843,22232988,0.31470638513565063
1015,25,0.14638976752758026,context,0.3143767714500427
1016,unstabl,0.1462518572807312,conceptu,0.31427302956581116
1017,medizinisch,0.1461368352174759,cancer,0.3136903643608093
1018,event,0.1461213380098343,respiratoryborn,0.31360575556755066
1019,etcstudi,0.14602354168891907,tysom,0.3133770227432251
1020,trialto,0.14597958326339722,summari,0.31332361698150635
1021,gauz,0.1458117514848709,shed,0.3131261467933655
1022,diagnosisunderstand,0.1457126885652542,281314,0.3130723834037781
1023,proport,0.14563128352165222,virusladen,0.31292903423309326
1024,humid,0.14560310542583466,singl,0.31289297342300415
1025,linger,0.14558576047420502,622,0.31265273690223694
1026,outlin,0.14549672603607178,140,0.31258824467658997
1027,α13galactosyltransferas,0.1450228989124298,publish,0.31248167157173157
1028,27yearold,0.1449899524450302,antimicrobi,0.31166958808898926
1029,maintain,0.14482317864894867,correctli,0.3115493953227997
1030,eventu,0.14473053812980652,lethal,0.3110746443271637
1031,eudract,0.1447066217660904,collabor,0.3108587861061096
1032,telemedicin,0.14464214444160461,115,0.31085410714149475
1033,nervou,0.1445433348417282,boston,0.31051456928253174
1034,recombin,0.1444692611694336,unintend,0.3105064034461975
1035,tinnitu,0.1444331407546997,enabl,0.3101921081542969
1036,erythromycin,0.14438599348068237,primarili,0.3098672926425934
1037,done,0.1442933827638626,whole,0.3098642826080322
1038,keyword,0.14425092935562134,85225,0.30963215231895447
1039,globe,0.14422255754470825,though,0.30939096212387085
1040,transfect,0.14406052231788635,profession,0.3089260756969452
1041,deriv,0.1438349485397339,latenc,0.3083956241607666
