,ct,cos,2003,cos
521,interact,0.15807923674583435,proteom,0.9048299193382263
522,globe,0.15807831287384033,four,0.9047586917877197
523,2019ncov,0.1580648571252823,gastrointestin,0.9044169783592224
524,inhibit,0.15805251896381378,3clpro,0.9043691754341125
525,reversetranscript,0.15795418620109558,saudi,0.9041986465454102
526,framework,0.15785589814186096,diarrhea,0.9038532972335815
527,09,0.1578141450881958,alon,0.9036102294921875
528,previou,0.1578022837638855,cohort,0.903160810470581
529,develop,0.15774469077587128,low,0.9022033214569092
530,examin,0.15772099792957306,hcw,0.9020830392837524
531,activ,0.15763503313064575,center,0.9012927412986755
532,msbase,0.15758144855499268,persist,0.9008654356002808
533,found,0.15752846002578735,analys,0.9007842540740967
534,mani,0.1573847532272339,conclud,0.900632381439209
535,made,0.15728223323822021,approxim,0.9005613327026367
536,experi,0.15724706649780273,globe,0.9005563855171204
537,multilay,0.15716615319252014,aspect,0.9004560708999634
538,2020,0.15716233849525452,class,0.9002875685691833
539,bring,0.1571190059185028,began,0.8997186422348022
540,base,0.15706393122673035,therefor,0.8994805812835693
541,analysi,0.15698441863059998,quickli,0.8994472026824951
542,lower,0.1568087488412857,intens,0.8992520570755005
543,common,0.15680542588233948,retriev,0.8989858627319336
544,discourag,0.15677480399608612,hotspot,0.8987559676170349
545,promot,0.15676027536392212,kinet,0.8984575867652893
546,becom,0.15672048926353455,display,0.8978997468948364
547,novel,0.15670987963676453,key,0.8973832726478577
548,term,0.15668560564517975,site,0.8969508409500122
549,year,0.15663719177246094,interpret,0.8964372873306274
550,ligand,0.15655288100242615,hydrophob,0.8962324261665344
551,virolog,0.1565043330192566,quarantin,0.8956011533737183
552,exposur,0.15649035573005676,excel,0.8955922722816467
553,incorrect,0.15620547533035278,polymeras,0.8955872058868408
554,system,0.1561276763677597,ppe,0.894827127456665
555,janu,0.15611442923545837,explain,0.8942947387695312
556,two,0.1560160219669342,hour,0.8937246203422546
557,sarscov,0.15599344670772552,enhanc,0.8927391767501831
558,kong,0.15596425533294678,structurebas,0.8925299644470215
559,individu,0.15589487552642822,ace2pd,0.8925284147262573
560,point,0.15583714842796326,neutral,0.8915627002716064
561,mer,0.1558220386505127,minim,0.8912863731384277
562,favipiravir,0.15572984516620636,acei,0.8910008668899536
563,across,0.1557212620973587,residu,0.8909921646118164
564,anteantibodi,0.15570491552352905,2009,0.8907012343406677
565,sequenc,0.1556655466556549,lmwh,0.8906573057174683
566,virul,0.15565158426761627,swine,0.8905643820762634
567,first,0.1555483341217041,dental,0.8904414176940918
568,98,0.15552182495594025,share,0.8897532224655151
569,equip,0.1554165929555893,basi,0.8897351026535034
570,result,0.15536832809448242,anecdot,0.8894573450088501
571,blood,0.15528039634227753,statist,0.8894333839416504
572,major,0.15512648224830627,deriv,0.8889521360397339
573,isocryptotanshinon,0.15507915616035461,mpr,0.8885550498962402
574,electrostat,0.15507088601589203,phenotyp,0.8884814381599426
575,refer,0.15505531430244446,antithrombot,0.8879191875457764
576,method,0.154950350522995,practic,0.8874213099479675
577,china,0.15493518114089966,laboratori,0.88680100440979
578,antithrombot,0.15488597750663757,kinas,0.8865113258361816
579,arabia,0.15483735501766205,scenario,0.8865072727203369
580,lung,0.15473631024360657,newli,0.8864083886146545
581,confirm,0.15472981333732605,begin,0.8861782550811768
582,observ,0.15472647547721863,blood,0.8859105706214905
583,patient,0.15469036996364594,contagi,0.8856513500213623
584,infect,0.154664546251297,thromboprophylaxi,0.8852300643920898
585,mainli,0.1545925736427307,implic,0.8851499557495117
586,mek,0.15458980202674866,virolog,0.8846757411956787
587,vaccin,0.15451470017433167,rel,0.8842364549636841
588,wastewat,0.15447372198104858,exhibit,0.8840537071228027
589,five,0.1544528603553772,market,0.8840121626853943
590,recent,0.15429183840751648,obtain,0.8827061653137207
591,cd8,0.15428824722766876,cardiovascular,0.8826357126235962
592,circulatori,0.15424613654613495,chemic,0.8826307058334351
593,tract,0.15423965454101562,discov,0.8824849128723145
594,conclud,0.1542130708694458,homolog,0.8820878267288208
595,2003,0.15414506196975708,explor,0.8812623620033264
596,916,0.1539195030927658,neg,0.8808207511901855
597,31,0.15390163660049438,biopsi,0.8806016445159912
598,separ,0.15384145081043243,gradual,0.8805900812149048
599,comprehens,0.1538405418395996,plan,0.8803367018699646
600,belong,0.1538369357585907,recogn,0.8800895810127258
601,shape,0.1537906527519226,preval,0.8796143531799316
602,36,0.15378177165985107,respond,0.8790543079376221
603,review,0.15370889008045197,healthcar,0.8788307905197144
604,covid19,0.15369975566864014,administr,0.8782101273536682
605,stat,0.15365484356880188,cooper,0.8780213594436646
606,onboard,0.15365196764469147,antigen,0.8775250911712646
607,other,0.1534457951784134,caco2,0.8773578405380249
608,proce,0.1534288227558136,urineor,0.877257227897644
609,pandem,0.15341651439666748,preexist,0.8768160939216614
610,neurolog,0.15328699350357056,3cl,0.8767057657241821
611,immun,0.15328288078308105,journal,0.8762959837913513
612,last,0.15323704481124878,age,0.8760566711425781
613,crossspeci,0.15322408080101013,21st,0.8755698204040527
614,seakkan,0.15319113433361053,crossspeci,0.875490665435791
615,case,0.15318071842193604,35,0.8752751350402832
616,larg,0.15315765142440796,outsid,0.8750506639480591
617,dock,0.15309345722198486,nosocomi,0.8747011423110962
618,cochran,0.15302348136901855,h1n1,0.8741413950920105
619,specif,0.15297536551952362,local,0.8740628361701965
620,manuscript,0.1529528796672821,revers,0.8734539151191711
621,decis,0.152817964553833,posit,0.8728240728378296
622,densiti,0.15281277894973755,later,0.8725011348724365
623,effect,0.15280947089195251,knowledg,0.8714954853057861
624,decid,0.152748242020607,epithelium,0.8713697195053101
625,decemb,0.15269191563129425,cross,0.8707492351531982
626,trial,0.15266446769237518,fatigu,0.8705156445503235
627,also,0.1526479870080948,chines,0.8700283169746399
628,high,0.15261295437812805,oneway,0.8699468374252319
629,data,0.15255260467529297,marin,0.8681434392929077
630,human,0.1524481624364853,librari,0.8679877519607544
631,viru,0.15241475403308868,appar,0.867712140083313
632,servic,0.15236909687519073,varieti,0.8677031993865967
633,coronavirus,0.15235134959220886,singlestrand,0.867653489112854
634,memori,0.15232700109481812,inclus,0.8674963712692261
635,sudden,0.15229077637195587,differenti,0.8670547008514404
636,suscept,0.1522790491580963,experi,0.8670315742492676
637,ifni,0.15224957466125488,regulatori,0.8668009638786316
638,22,0.15223026275634766,poor,0.866641104221344
639,proteoglycansviru,0.1520688831806183,mutat,0.8665803074836731
640,guangzhou,0.15194150805473328,probabl,0.8664510250091553
641,profession,0.1519107222557068,write,0.8655737042427063
642,yin,0.15190035104751587,seen,0.865307629108429
643,minut,0.15186938643455505,transcript,0.8647077083587646
644,bind,0.151821106672287,inflammatori,0.8632444739341736
645,rate,0.151797354221344,criteria,0.863078236579895
646,203,0.15177960693836212,proinflammatori,0.8626260757446289
647,health,0.1517508327960968,diagnos,0.8618186712265015
648,forum,0.15170954167842865,deal,0.8614634275436401
649,due,0.1516948640346527,intervent,0.8612980842590332
650,asian,0.15163908898830414,fact,0.8612192869186401
651,outcom,0.15163017809391022,updat,0.860733687877655
652,spread,0.15156230330467224,via,0.8606581687927246
653,import,0.15154743194580078,substanc,0.8596186637878418
654,polici,0.15154285728931427,taxonomi,0.8592639565467834
655,plasminogen,0.1515304148197174,envelop,0.8590744137763977
656,databas,0.15150025486946106,molecul,0.8585697412490845
657,sinc,0.1514396220445633,barrier,0.8581123352050781
658,emerg,0.1513906717300415,european,0.8579801321029663
659,hiv,0.15136076509952545,conserv,0.8572288751602173
660,initi,0.15131248533725739,nausea,0.8567032814025879
661,neuroinflamm,0.15130102634429932,side,0.8563833236694336
662,604,0.15121841430664062,immunoassay,0.856377124786377
663,signific,0.151146799325943,regist,0.8563300371170044
664,measur,0.15112197399139404,failur,0.8559573888778687
665,spike,0.15099307894706726,qualiti,0.8558686971664429
666,cours,0.1509684920310974,genu,0.8555476665496826
667,challeng,0.1509610116481781,unit,0.8554147481918335
668,crucial,0.15095984935760498,primari,0.855289101600647
669,protein,0.15074855089187622,elig,0.8551558256149292
670,studi,0.15067532658576965,success,0.8547762632369995
671,function,0.15060162544250488,committe,0.8542009592056274
672,isi,0.15055182576179504,sarscovrbd,0.8541768789291382
673,ssrna,0.15044055879116058,lesson,0.8538908958435059
674,analys,0.15037807822227478,diterpen,0.8532382845878601
675,vomit,0.15037333965301514,correl,0.8522622585296631
676,antibodi,0.15036334097385406,would,0.8522490859031677
677,sarscov2,0.15032252669334412,estim,0.8514512777328491
678,keyword,0.15025758743286133,releas,0.8513020277023315
679,uninfect,0.1502482146024704,alter,0.8504530191421509
680,strategi,0.15012064576148987,nonhuman,0.8496133089065552
681,2,0.1500198245048523,72,0.8494465351104736
682,sarscov1,0.14996397495269775,extract,0.8481082916259766
683,suddenli,0.14988231658935547,absenc,0.848047137260437
684,warn,0.14986778795719147,tropism,0.84797203540802
685,1,0.14984913170337677,boltzmann,0.8473247289657593
686,could,0.1498311161994934,densiti,0.8472124338150024
687,march,0.14982354640960693,thousand,0.84712815284729
688,well,0.14976638555526733,valu,0.8470622301101685
689,adult,0.14969980716705322,meet,0.8468332886695862
690,influenzalik,0.14963798224925995,hill,0.8462454080581665
691,work,0.14960089325904846,institut,0.8462226390838623
692,humantohuman,0.14953066408634186,accord,0.8461754322052002
693,mpro,0.14947335422039032,fight,0.8457605838775635
694,advers,0.1494004726409912,phase,0.8457555770874023
695,need,0.1493702232837677,examin,0.8454742431640625
696,34799,0.14936217665672302,influenc,0.844078540802002
697,alter,0.14934943616390228,third,0.8435866832733154
698,help,0.14927107095718384,xiaodu,0.8427400588989258
699,2012,0.1492658406496048,cov2,0.8426172137260437
700,817,0.14926284551620483,formal,0.8412960171699524
701,herb,0.1492055058479309,product,0.8412717580795288
702,face,0.1491888463497162,consider,0.8411688208580017
703,biopsi,0.1490481197834015,paramet,0.8410399556159973
704,begin,0.14902320504188538,mammalian,0.840605616569519
705,tam,0.14902184903621674,workflow,0.840453028678894
706,potenti,0.14896540343761444,physician,0.8400380611419678
707,100,0.14874371886253357,central,0.8386391401290894
708,radiat,0.14866068959236145,comparison,0.8376635313034058
709,taxonomi,0.14864227175712585,commiss,0.8373839855194092
710,taiwan,0.1485389769077301,place,0.8372963666915894
711,transmiss,0.14851367473602295,262,0.8366576433181763
712,critic,0.1484609842300415,heart,0.8366016745567322
713,countri,0.14841577410697937,vero,0.8364292979240417
714,diseas,0.14838539063930511,whole,0.8364020586013794
715,east,0.14836755394935608,fewer,0.8363730311393738
716,fusion,0.14831344783306122,inactiv,0.8358521461486816
717,detect,0.14830860495567322,primarili,0.8357759714126587
718,newtarget,0.14828982949256897,exploit,0.8352445960044861
719,children,0.14825643599033356,promot,0.8352023363113403
720,summar,0.14815524220466614,less,0.8332138061523438
721,ace2,0.1480712890625,zero,0.8331481218338013
722,use,0.14806978404521942,lethal,0.832703173160553
723,clinic,0.14802458882331848,facilit,0.831298828125
724,allel,0.14791899919509888,radiat,0.8311720490455627
725,insuffici,0.14791668951511383,await,0.8311368227005005
726,identifi,0.1478952169418335,devic,0.8303850889205933
727,coupl,0.1477058231830597,likelihood,0.8292011022567749
728,ecosystem,0.1476646363735199,nation,0.8290222883224487
729,sever,0.14764197170734406,conduct,0.8287306427955627
730,fever,0.14759445190429688,peptid,0.8286611437797546
731,therapi,0.14757424592971802,acceler,0.827900230884552
732,approv,0.1474631428718567,equip,0.8275237083435059
733,plan,0.1474391222000122,weapon,0.82725989818573
734,3,0.14739367365837097,learn,0.8272085189819336
735,nucleocapsid,0.14736413955688477,per,0.8269797563552856
736,cov,0.14732256531715393,constitut,0.8266277313232422
737,coronaviru,0.14731661975383759,2017,0.8250426054000854
738,includ,0.1472458839416504,ifni,0.8247873783111572
739,behaviour,0.1471671462059021,engin,0.8246707320213318
740,april,0.14710624516010284,ie,0.8240344524383545
741,psycholog,0.14707499742507935,forecast,0.8230636119842529
742,recombin,0.1470438539981842,might,0.8228522539138794
743,screen,0.1469709873199463,wall,0.821506142616272
744,domain,0.14692600071430206,primat,0.8212723731994629
745,previous,0.1468992382287979,inflamm,0.8209410905838013
746,swine,0.14689047634601593,comprehens,0.820042610168457
747,patholog,0.14683714509010315,decoct,0.8196499347686768
748,allow,0.14676955342292786,ganlu,0.8196151256561279
749,unclear,0.14671334624290466,appli,0.8191108703613281
750,xiaodu,0.14667503535747528,even,0.8186970949172974
751,wuhan,0.14665383100509644,asian,0.8165510892868042
752,genom,0.14639969170093536,indic,0.8162635564804077
753,screeningantigen,0.14638063311576843,elucid,0.8155609369277954
754,abl,0.14637841284275055,capac,0.8146746158599854
755,crownlik,0.1463669389486313,section,0.8141441345214844
756,inform,0.1463242471218109,prospect,0.8140917420387268
757,airway,0.1462601125240326,certain,0.8140060901641846
758,subtl,0.14624828100204468,feb,0.8139928579330444
759,host,0.14611633121967316,train,0.8135110139846802
760,bmc,0.14604578912258148,cold,0.8123157024383545
761,describ,0.14599421620368958,ssrna,0.8122527003288269
762,perform,0.14590995013713837,web,0.8121767640113831
763,epidem,0.1458885818719864,pattern,0.8115584254264832
764,nation,0.14574438333511353,issu,0.811500608921051
765,citi,0.14574012160301208,till,0.8114066123962402
766,rout,0.1455363929271698,virushost,0.8108075857162476
767,viral,0.14553391933441162,call,0.8101663589477539
768,signal,0.1455325037240982,put,0.8101354241371155
769,swab,0.14552628993988037,βcoronaviru,0.8096188306808472
770,addit,0.14534583687782288,733,0.8084740042686462
771,anova,0.1453004777431488,uniqu,0.8079041242599487
772,display,0.1452915519475937,larger,0.8076246976852417
773,influenc,0.14527563750743866,ethnic,0.806191086769104
774,per,0.14520719647407532,compet,0.8061702251434326
775,wide,0.145166277885437,correspond,0.8053466081619263
776,time,0.14514781534671783,31,0.8053181171417236
777,confer,0.14514589309692383,diarrhoea,0.8051103949546814
778,treatment,0.1451026350259781,receptorbind,0.8047701120376587
779,pneumonialik,0.14508157968521118,uncontrol,0.8047118186950684
780,websit,0.14505109190940857,ifnalpha,0.8042012453079224
781,differ,0.14501862227916718,past,0.803770899772644
782,consid,0.1450120508670807,frequent,0.8036112785339355
783,residu,0.14485014975070953,1000,0.8029323816299438
784,uncontrol,0.14483529329299927,cochran,0.8016352653503418
785,formal,0.1448071300983429,eg,0.8015115261077881
786,interferon,0.14474356174468994,occurr,0.8014405965805054
787,curb,0.14473959803581238,ideal,0.8013037443161011
788,test,0.14469319581985474,morbid,0.8006796836853027
789,evid,0.14468751847743988,cocktail,0.8002074956893921
790,polit,0.14465022087097168,inhibit,0.7997266054153442
791,lifecycl,0.14452019333839417,p0·016,0.7994067668914795
792,medlin,0.14447231590747833,26,0.7990868091583252
793,rest,0.14443525671958923,demograph,0.799056351184845
794,second,0.1443287432193756,yin,0.7985557317733765
795,lethal,0.14432328939437866,announc,0.7982618808746338
796,ifniproduc,0.14424677193164825,america,0.7978814840316772
797,contain,0.1441800594329834,20,0.7978023290634155
798,dentist,0.14403824508190155,monitor,0.7966688871383667
799,b,0.14399240911006927,23,0.7962307333946228
800,diagnos,0.14386945962905884,coarsegrain,0.7960699796676636
801,paramet,0.14370784163475037,femal,0.7959119081497192
802,cultur,0.14368820190429688,ovid,0.7956898212432861
803,public,0.14368309080600739,headach,0.795358419418335
804,replic,0.14368028938770294,hui,0.7951155304908752
805,beij,0.14367961883544922,utmost,0.7949799299240112
806,rel,0.143550306558609,fulli,0.7947758436203003
807,speci,0.14353759586811066,guangdong,0.7944029569625854
808,ho,0.14348968863487244,ocular,0.7935460209846497
809,research,0.14345557987689972,focus,0.7929952144622803
810,caus,0.1434270739555359,ii,0.7928926348686218
811,silico,0.14332902431488037,yu,0.79172682762146
812,105952,0.14330270886421204,materi,0.7914685010910034
813,distanc,0.143145352602005,28,0.7914479970932007
814,manag,0.1430848389863968,seem,0.7913981080055237
815,associ,0.14302408695220947,least,0.7908453941345215
816,although,0.1430090069770813,assay,0.7907484769821167
817,conserv,0.142912358045578,oncolog,0.7905634641647339
818,pathogenesi,0.14283952116966248,droplet,0.7902918457984924
819,india,0.14282119274139404,seafood,0.7898032665252686
820,interestingli,0.142658069729805,cultur,0.7895238995552063
821,next,0.1425735354423523,e6,0.7892473936080933
822,good,0.14250360429286957,dysfunct,0.7890242338180542
823,entail,0.14246578514575958,mice,0.7881461381912231
824,name,0.14240965247154236,sarscov2specif,0.786885142326355
825,receptor,0.14236325025558472,120,0.7867607474327087
826,design,0.14234399795532227,reason,0.7866196036338806
827,suppli,0.1423090249300003,httpssistematxufpbbr,0.7858061194419861
828,intens,0.14217150211334229,border,0.785549521446228
829,surveil,0.14210540056228638,reserv,0.7855347394943237
830,one,0.14198747277259827,shape,0.7846364974975586
831,aim,0.1418900489807129,pubm,0.7844976186752319
832,betacoronaviru,0.14180181920528412,82,0.7840795516967773
833,23,0.14170613884925842,strict,0.783970832824707
834,write,0.141643688082695,potent,0.7835288047790527
835,merscov,0.14163963496685028,rhinolophu,0.782512366771698
836,syndrom,0.14160270988941193,vascular,0.7821142077445984
837,440,0.14157767593860626,disinfect,0.780846357345581
838,etiolog,0.14150387048721313,ration,0.7807992100715637
839,focus,0.1412612348794937,medlin,0.7802770137786865
840,mitig,0.14118491113185883,secur,0.780143678188324
841,hour,0.141004741191864,azithromycin,0.7797143459320068
842,factor,0.1409948468208313,glycoprotein,0.7796886563301086
843,dendrit,0.14093950390815735,immunogen,0.7794791460037231
844,pathway,0.14080511033535004,thought,0.7792700529098511
845,small,0.14072415232658386,urgent,0.7790225744247437
846,impact,0.140706866979599,approv,0.7786048054695129
847,affect,0.14067554473876953,diffus,0.7775091528892517
848,gold,0.14064358174800873,classifi,0.776852548122406
849,achiev,0.14045926928520203,move,0.7767471075057983
850,benefit,0.1402871310710907,space,0.7763912081718445
851,coeffici,0.14028215408325195,mnp,0.7761996984481812
852,electron,0.1402478814125061,46,0.7754892110824585
853,target,0.1402065008878708,address,0.7746997475624084
854,molecular,0.14019370079040527,environ,0.7744885683059692
855,al,0.14018523693084717,territori,0.7741466760635376
856,sev,0.1401766687631607,stage,0.7739174365997314
857,eastern,0.14013762772083282,opportun,0.7735579013824463
858,cough,0.1401287019252777,prospero,0.7727155089378357
859,ie,0.1400647610425949,older,0.7726609706878662
860,person,0.13997584581375122,durat,0.7724557518959045
861,neutral,0.13990044593811035,implement,0.7723971605300903
862,central,0.1398623287677765,onset,0.7717467546463013
863,virtual,0.13980533182621002,partial,0.7717088460922241
864,calu3,0.1397806704044342,twenti,0.7716192007064819
865,set,0.1397300660610199,overal,0.7704439163208008
866,feb,0.13971498608589172,12,0.7703565359115601
867,sar,0.13967366516590118,believ,0.7702860236167908
868,relat,0.13966229557991028,europ,0.7702836990356445
869,altern,0.13965831696987152,beta,0.769210696220398
870,control,0.13959799706935883,physic,0.7691910266876221
871,2013,0.13955016434192657,answer,0.7689993381500244
872,understand,0.13953988254070282,weak,0.7676791548728943
873,sought,0.1395215094089508,countermeasur,0.7674108743667603
874,group,0.1393599659204483,21,0.7669775485992432
875,recognit,0.1393505334854126,eastern,0.7669450044631958
876,limit,0.1392318606376648,clopidogrel,0.766448974609375
877,aid,0.1392219066619873,intermedi,0.7644275426864624
878,intub,0.13919170200824738,consensu,0.7634097337722778
879,institut,0.13916845619678497,hope,0.7632321715354919
880,highlight,0.13914336264133453,13,0.7621819972991943
881,pend,0.1390571892261505,repurpos,0.7621263265609741
882,nsp12nsp8,0.13905104994773865,phylogenet,0.7619613409042358
883,oneway,0.1390378773212433,extens,0.7618802189826965
884,βcoronaviru,0.13899612426757812,spectrum,0.7617983818054199
885,remdesivir,0.13897550106048584,built,0.7616816759109497
886,check,0.13893583416938782,captur,0.7616358995437622
887,2017,0.13890628516674042,lu,0.7615292072296143
888,still,0.13890372216701508,130,0.7610090970993042
889,viruscel,0.1388619989156723,expect,0.7606723308563232
890,model,0.138855442404747,sensit,0.7604485154151917
891,cell,0.138795405626297,earlier,0.7597655057907104
892,span,0.13872136175632477,mak,0.7596182227134705
893,109,0.13871975243091583,board,0.7592639923095703
894,mxa,0.1386820673942566,wherea,0.7589216232299805
895,evidenc,0.13867433369159698,comorbid,0.7586002349853516
896,coronavirus2019,0.13858585059642792,ad,0.7585524320602417
897,e6,0.1385771930217743,distanc,0.7583742141723633
898,provid,0.1385469287633896,receiv,0.758367657661438
899,neuroinflammatori,0.138466939330101,mathemat,0.7575823664665222
900,perspect,0.1384553611278534,strong,0.7564178705215454
901,extend,0.13842177391052246,geograph,0.7562149167060852
902,publish,0.13814370334148407,none,0.7561324834823608
903,mous,0.13813069462776184,βcov,0.7554882168769836
904,open,0.13806697726249695,admit,0.7554206848144531
905,il6,0.13805712759494781,centr,0.7553502321243286
906,scientif,0.13794581592082977,men,0.7550877332687378
907,hiv1,0.13792482018470764,io,0.7539616823196411
908,lmwh,0.13789121806621552,evidenc,0.7537535429000854
909,featur,0.13788485527038574,h5n1,0.7536054849624634
910,t2d,0.13773596286773682,situat,0.7535142302513123
911,respons,0.13771329820156097,ophthalmologist,0.753239631652832
912,approach,0.13767647743225098,serv,0.7529884576797485
913,20192020,0.1376621574163437,mxa,0.7529869079589844
914,accord,0.13745246827602386,100,0.7517625093460083
915,abidor,0.13709110021591187,interest,0.7511720061302185
916,decreas,0.13703946769237518,languag,0.7505538463592529
917,dozen,0.1370183825492859,median,0.7502492666244507
918,agedepend,0.13698029518127441,resourc,0.749348521232605
919,type,0.1369490623474121,carol,0.7489874362945557
920,involv,0.13676342368125916,histori,0.74849534034729
921,expert,0.13675782084465027,definit,0.748390793800354
922,larger,0.13663844764232635,reach,0.7481368780136108
923,outbreak,0.13663819432258606,2018,0.7476183772087097
924,decad,0.136546790599823,interferon,0.7473656535148621
925,technolog,0.13651522994041443,ncov,0.7472984790802002
926,seri,0.13642744719982147,event,0.7471896409988403
927,peopl,0.13641884922981262,moreov,0.7469450831413269
928,domest,0.13638389110565186,collater,0.7466156482696533
929,emphas,0.13631348311901093,confer,0.7461058497428894
930,underlin,0.13627590239048004,metabol,0.7458056211471558
931,sarbecoviru,0.13615930080413818,upregul,0.7452633380889893
932,highli,0.13611143827438354,particular,0.7448937296867371
933,middl,0.1360277682542801,restrict,0.7437668442726135
934,howev,0.13602033257484436,coordin,0.742522120475769
935,lead,0.13593074679374695,sarscov2rbd,0.7420362830162048
936,role,0.13593043386936188,stop,0.7419440746307373
937,similar,0.13585594296455383,account,0.7410832643508911
938,statist,0.13582104444503784,hubei,0.7406979203224182
939,futur,0.1358073353767395,core,0.7402372360229492
940,three,0.13570773601531982,virusladen,0.7393619418144226
941,underli,0.135663241147995,instrument,0.7391176223754883
942,rhinolophu,0.13549476861953735,determin,0.7389231324195862
943,contribut,0.13540667295455933,datadriven,0.7384719848632812
944,cdc,0.13530904054641724,22,0.7384313941001892
945,32443,0.1352960765361786,acquir,0.7380940914154053
946,propos,0.13521486520767212,nepetoidea,0.7377790808677673
947,acut,0.13517458736896515,greater,0.7365008592605591
948,call,0.13500410318374634,decis,0.7360811829566956
949,intermedi,0.1349017322063446,rct,0.7358174324035645
950,h1n1,0.13485141098499298,chloroquin,0.7356655597686768
951,proteom,0.13483020663261414,subunit,0.7356338500976562
952,death,0.13478372991085052,immunodefici,0.7353955507278442
953,repres,0.13476859033107758,produc,0.7353487610816956
954,percentag,0.1347280889749527,clinicaltrialsgov,0.733919620513916
955,effici,0.1346709281206131,profil,0.7335082292556763
956,find,0.13463126122951508,quantif,0.7333035469055176
957,droplet,0.1345728635787964,myocard,0.7332969307899475
958,discoveri,0.13455891609191895,fast,0.7324743270874023
959,given,0.13455213606357574,herb,0.7324293851852417
960,line,0.13439655303955078,queri,0.7309732437133789
961,form,0.13438831269741058,ntp,0.7307538986206055
962,enzym,0.13438601791858673,north,0.730692982673645
963,localis,0.1342625916004181,secret,0.7306643724441528
964,p0·016,0.13425368070602417,economi,0.7298386096954346
965,chloroquin,0.13409645855426788,ischemia,0.7297457456588745
966,prevent,0.1340865045785904,53,0.7295591831207275
967,reduc,0.13405388593673706,context,0.7292333841323853
968,isol,0.13397341966629028,nsp7,0.7290259599685669
969,far,0.13389046490192413,polici,0.7288422584533691
970,alarm,0.13388162851333618,immin,0.7286149263381958
971,dr.,0.13376851379871368,allel,0.7278480529785156
972,server,0.13375094532966614,guidelin,0.7267663478851318
973,select,0.13370463252067566,transfer,0.7265646457672119
974,phylogeni,0.13367199897766113,diabet,0.7263206839561462
975,record,0.13349224627017975,confus,0.7248919606208801
976,appar,0.1334889531135559,herein,0.7236969470977783
977,2355853,0.13347461819648743,loci,0.7230863571166992
978,rapid,0.13330087065696716,employ,0.7228384017944336
979,etc,0.13328969478607178,p0·0004,0.7221869230270386
980,extent,0.1332429200410843,either,0.7201739549636841
981,particularli,0.13323116302490234,awar,0.7199703454971313
982,remain,0.13316480815410614,lpvrtvifnβ,0.7197927832603455
983,shown,0.13307251036167145,vomit,0.7197463512420654
984,huang,0.13304105401039124,atomiclevel,0.7193102240562439
985,higher,0.13303592801094055,rtpcr,0.7192296385765076
986,hcw,0.13297834992408752,biosens,0.71883624792099
987,investig,0.13295477628707886,student,0.7183748483657837
988,mhc,0.1329079121351242,m,0.7175746560096741
989,increas,0.13284611701965332,richard,0.7165439128875732
990,respiratori,0.1327103227376938,nasopharynx,0.7164307236671448
991,kinas,0.1326032280921936,back,0.7160771489143372
992,age,0.13250300288200378,suspect,0.7158463597297668
993,confid,0.13247951865196228,281292,0.7158070802688599
994,though,0.13241836428642273,crisi,0.7157888412475586
995,8096,0.13235732913017273,shutdown,0.7155605554580688
996,built,0.1322665512561798,male,0.7154994010925293
997,leukocyt,0.1321733295917511,nsp13,0.7154735326766968
998,hydrogenbond,0.13212530314922333,paradigm,0.7152888178825378
999,coarsegrain,0.13212178647518158,recombin,0.7152155637741089
1000,adjunct,0.13192375004291534,advers,0.7148956060409546
1001,neg,0.13186758756637573,middleeast,0.7146961688995361
1002,antigen,0.1317676156759262,li,0.7136204838752747
1003,scientist,0.13160282373428345,flu,0.7134579420089722
1004,releas,0.13148152828216553,proteoglycansviru,0.7128041982650757
1005,compar,0.131468266248703,coupl,0.7116975784301758
1006,earli,0.13145127892494202,postexposur,0.7113537788391113
1007,address,0.13143214583396912,prepar,0.7112095355987549
1008,cancer,0.13142544031143188,predictor,0.7107962965965271
1009,via,0.13123193383216858,suitabl,0.7107234597206116
1010,demand,0.13102997839450836,cancer,0.7103618383407593
1011,border,0.13098885118961334,hypothesi,0.7100802659988403
1012,pathophysiolog,0.1306792050600052,dissoci,0.709967851638794
1013,allevi,0.1306694746017456,open,0.7089117765426636
1014,ill,0.13064415752887726,nonpneumonia,0.7086588144302368
1015,number,0.13062889873981476,pull,0.7086383700370789
1016,navig,0.13056139647960663,despit,0.70854651927948
1017,current,0.13052281737327576,act,0.7081261277198792
1018,collabor,0.13051728904247284,agedepend,0.7070584297180176
1019,hydrophob,0.13050976395606995,provok,0.7065247297286987
1020,obtain,0.13047434389591217,anova,0.7063841223716736
1021,anim,0.1304684281349182,point,0.7057892084121704
1022,efficaci,0.13042795658111572,presenc,0.7054877877235413
1023,yet,0.1303735375404358,univers,0.7038686275482178
1024,librari,0.1303226500749588,broader,0.7034441232681274
1025,virus,0.13032051920890808,192,0.7031985521316528
1026,stochast,0.1302890181541443,met,0.703151285648346
1027,be,0.1302529275417328,juli,0.7025296688079834
1028,64,0.13022829592227936,medicin,0.7025296092033386
1029,antiinflammatori,0.13019022345542908,≤60,0.7024869918823242
1030,swift,0.1300109475851059,almost,0.7020518779754639
1031,retriev,0.1298171877861023,shock,0.701372504234314
1032,requir,0.12957334518432617,—,0.7012454271316528
1033,tissu,0.1295083910226822,theoret,0.7005563974380493
1034,immunoassay,0.1295003890991211,endem,0.7001128792762756
1035,classifi,0.12948745489120483,swiftli,0.6998022794723511
