,ct,cos,imag,cos
529,quantifi,0.9984011650085449,databas,0.9986324906349182
530,consist,0.9983983635902405,53,0.9986323714256287
531,knowledg,0.9983975291252136,auxiliari,0.9986318349838257
532,evolut,0.9983966946601868,function,0.9986315965652466
533,option,0.9983959197998047,quantit,0.9986302852630615
534,region,0.9983952641487122,enhanc,0.9986299276351929
535,better,0.9983946084976196,complic,0.9986298084259033
536,chemotherapi,0.9983934760093689,33,0.9986280798912048
537,dehydrogenas,0.9983927011489868,chain,0.9986244440078735
538,cn,0.9983922243118286,durat,0.998623251914978
539,112,0.9983910322189331,bodi,0.9986226558685303
540,viru,0.998388409614563,diabet,0.9986224174499512
541,icu,0.9983872175216675,pave,0.9986215233802795
542,hypertens,0.9983869791030884,vagin,0.9986211657524109
543,learn,0.9983859658241272,femal,0.9986201524734497
544,symptom,0.9983827471733093,success,0.9986194968223572
545,adult,0.9983810186386108,concern,0.9986185431480408
546,ncp,0.9983808398246765,global,0.9986178874969482
547,cardiac,0.9983794689178467,differenti,0.9986174702644348
548,slightli,0.9983786940574646,crazi,0.9986171722412109
549,around,0.9983785152435303,primari,0.998616099357605
550,respons,0.998377799987793,serial,0.998613178730011
551,pure,0.9983775019645691,tuberculosi,0.9986108541488647
552,support,0.9983747601509094,region,0.9986107349395752
553,subacut,0.9983744621276855,29,0.9986099600791931
554,posit,0.998371958732605,none,0.9986096620559692
555,concern,0.9983710646629333,remdesivir,0.9986073970794678
556,serial,0.998367965221405,symptom,0.9986073970794678
557,tb,0.9983675479888916,categor,0.9986048936843872
558,2029,0.998363733291626,contribut,0.9986037015914917
559,staff,0.9983630776405334,surveil,0.9986035823822021
560,20,0.99836266040802,suspici,0.9986030459403992
561,prognosi,0.9983619451522827,better,0.9986029267311096
562,die,0.9983618259429932,critic,0.9986026883125305
563,surveil,0.998361349105835,fever,0.9986001253128052
564,correspond,0.9983600974082947,upper,0.9986000657081604
565,strict,0.9983582496643066,slightli,0.9985985159873962
566,depart,0.998356819152832,independ,0.9985949993133545
567,compar,0.9983558654785156,good,0.9985948801040649
568,chronic,0.9983553886413574,part,0.9985923767089844
569,high,0.9983550310134888,vaccin,0.9985912442207336
570,persist,0.9983544945716858,situat,0.9985909461975098
571,coexist,0.9983525276184082,higher,0.9985895156860352
572,thank,0.9983519315719604,despit,0.9985803961753845
573,transcript,0.9983507394790649,factor,0.9985793828964233
574,male,0.9983506202697754,male,0.9985790848731995
575,remdesivir,0.9983479976654053,world,0.998576283454895
576,contribut,0.9983468055725098,endem,0.9985758066177368
577,practic,0.998344361782074,invas,0.998574435710907
578,delay,0.9983441829681396,cabin,0.998572826385498
579,unit,0.9983389377593994,explor,0.9985717535018921
580,complic,0.9983384013175964,option,0.9985707998275757
581,often,0.9983355402946472,occur,0.9985707402229309
582,seri,0.998335063457489,younger,0.9985705614089966
583,isol,0.9983342885971069,dynam,0.9985705018043518
584,percentag,0.9983342289924622,prolong,0.9985697269439697
585,46,0.9983322024345398,depart,0.9985685348510742
586,impair,0.9983320236206055,dmfr,0.9985678195953369
587,fever,0.9983314275741577,14,0.9985669851303101
588,juli,0.998328685760498,becom,0.998566746711731
589,pathogen,0.9983276724815369,il2r,0.9985666275024414
590,nose,0.9983270764350891,12,0.9985654354095459
591,141,0.9983270764350891,platelet,0.9985619783401489
592,work,0.9983256459236145,ci,0.9985615611076355
593,highest,0.998324990272522,intellig,0.9985603094100952
594,becom,0.998323917388916,2019‑ncov,0.9985597729682922
595,occur,0.9983228445053101,high,0.9985586404800415
596,49,0.9983222484588623,along,0.9985566735267639
597,disappear,0.9983218312263489,process,0.9985545873641968
598,rout,0.9983216524124146,posit,0.9985535740852356
599,relev,0.9983197450637817,ahn,0.9985489845275879
600,intens,0.9983193874359131,strategi,0.9985466003417969
601,platelet,0.9983142018318176,staff,0.9985458850860596
602,differenti,0.9983091354370117,cardiac,0.9985455870628357
603,53,0.9983083009719849,cognit,0.9985449910163879
604,global,0.9983055591583252,nose,0.9985441565513611
605,world,0.9982998967170715,allow,0.9985435009002686
606,95,0.9982990026473999,delay,0.998543381690979
607,pressur,0.9982965588569641,714,0.9985432624816895
608,neck,0.9982951879501343,remain,0.998542308807373
609,fact,0.9982949495315552,longer,0.9985389709472656
610,despit,0.9982947707176208,reduct,0.9985367059707642
611,higher,0.9982924461364746,newborn,0.9985337257385254
612,embas,0.9982913136482239,27,0.9985331892967224
613,keep,0.998291015625,chines,0.9985330104827881
614,invas,0.9982907772064209,hypertens,0.9985307455062866
615,cough,0.9982906579971313,intern,0.9985296726226807
616,neg,0.9982900619506836,disease2019,0.9985276460647583
617,pathogenesi,0.9982894659042358,47,0.9985262155532837
618,order,0.9982880353927612,subject,0.9985244274139404
619,declar,0.9982879161834717,lactat,0.9985223412513733
620,cognit,0.9982830286026001,newli,0.9985201358795166
621,upper,0.9982829689979553,prevent,0.998519778251648
622,remain,0.9982790350914001,shed,0.9985190629959106
623,full,0.9982745051383972,112,0.9985174536705017
624,conduct,0.9982727766036987,cough,0.9985155463218689
625,tool,0.9982724189758301,throughout,0.9985144734382629
626,antibodi,0.9982722401618958,44,0.9985134601593018
627,critic,0.9982702136039734,juli,0.9985096454620361
628,lopinavirritonavir,0.9982686042785645,49,0.9985095262527466
629,2019‑ncov,0.9982648491859436,neck,0.9985091090202332
630,although,0.9982633590698242,rel,0.9985083937644958
631,2020,0.9982603788375854,pathogenesi,0.9985063076019287
632,lactat,0.9982602596282959,thank,0.9985051155090332
633,vaccin,0.998259425163269,conduct,0.998503565788269
634,district,0.9982592463493347,bilirubin,0.9985029101371765
635,concomit,0.9982576966285706,accur,0.9985028505325317
636,newli,0.9982568621635437,26,0.9985008835792542
637,seafood,0.9982558488845825,lymphadenopathi,0.998496949672699
638,allow,0.9982545375823975,zhejiang,0.9984968900680542
639,primari,0.9982541799545288,95,0.9984964728355408
640,antigen,0.9982526302337646,larg,0.9984928369522095
641,length,0.9982523918151855,physician,0.9984923601150513
642,prevent,0.9982503652572632,takotsubo,0.9984921216964722
643,contagi,0.9982501268386841,length,0.9984908699989319
644,mri,0.9982488751411438,ill,0.9984896183013916
645,later,0.9982472062110901,often,0.998489499092102
646,il2r,0.9982463121414185,neg,0.9984873533248901
647,myalgia,0.9982424974441528,fatal,0.9984852075576782
648,droplet,0.9982410669326782,radiograph,0.9984847903251648
649,risk,0.9982396364212036,size,0.9984818696975708
650,good,0.998239278793335,later,0.9984817504882812
651,comparison,0.9982388019561768,percentag,0.998478889465332
652,fecal,0.9982377886772156,38,0.9984785318374634
653,140,0.9982348680496216,activ,0.9984766244888306
654,takotsubo,0.9982340335845947,depict,0.9984738826751709
655,introduc,0.9982337355613708,call,0.9984717965126038
656,process,0.9982325434684753,die,0.9984686374664307
657,cerebellar,0.9982317686080933,2029,0.9984679818153381
658,younger,0.9982308149337769,concomit,0.9984679818153381
659,make,0.9982300996780396,respons,0.998467206954956
660,newborn,0.9982295036315918,evolut,0.998466968536377
661,67,0.9982264041900635,weak,0.9984647035598755
662,year,0.99822598695755,local,0.9984645843505859
663,late,0.998224139213562,keep,0.9984610676765442
664,paramet,0.9982240200042725,141,0.9984599351882935
665,local,0.998223602771759,90,0.9984573721885681
666,cerebrospin,0.9982216358184814,embas,0.9984560608863831
667,dynam,0.9982210397720337,absorpt,0.9984550476074219
668,rule,0.9982180595397949,expos,0.9984514713287354
669,prolong,0.9982176423072815,persist,0.998451292514801
670,ill,0.9982167482376099,eventu,0.9984508156776428
671,determin,0.9982165098190308,full,0.9984498023986816
672,experi,0.9982161521911621,matern,0.9984460473060608
673,presenc,0.9982161521911621,symptomat,0.998445987701416
674,troponini,0.9982141256332397,new,0.9984451532363892
675,twin,0.9982129335403442,late,0.9984444379806519
676,vcar,0.9982123970985413,play,0.9984439611434937
677,call,0.9982118606567383,knowledg,0.9984430074691772
678,trial,0.9982112646102905,igg,0.9984428286552429
679,epitop,0.9982107281684875,correspond,0.9984423518180847
680,163,0.9982088804244995,pure,0.9984409809112549
681,calcul,0.9982081651687622,cerebellar,0.998437762260437
682,baselin,0.9982073307037354,trial,0.9984371662139893
683,activ,0.9982060790061951,year,0.9984359741210938
684,lu,0.9982059001922607,troponini,0.9984358549118042
685,reduct,0.998201847076416,experi,0.9984347224235535
686,intern,0.9982013702392578,fact,0.9984332323074341
687,period,0.9981995820999146,scienc,0.9984289407730103
688,larg,0.9981986284255981,vcar,0.9984275102615356
689,obviou,0.9981958866119385,liver,0.9984266757965088
690,accur,0.9981950521469116,impair,0.9984227418899536
691,throughout,0.9981944561004639,introduc,0.9984226226806641
692,test,0.9981938600540161,contagi,0.9984214305877686
693,long,0.9981937408447266,health,0.9984210133552551
694,cesarean,0.998192548751831,densiti,0.9984180331230164
695,health,0.9981904029846191,term,0.9984167218208313
696,igg,0.9981893301010132,paramet,0.998415470123291
697,explor,0.9981871843338013,essenti,0.9984142184257507
698,expos,0.9981803894042969,determin,0.9984121918678284
699,selfinfect,0.9981783628463745,inflamm,0.9984106421470642
700,shed,0.9981777667999268,firstli,0.9984079003334045
701,advantag,0.998171329498291,although,0.9984073638916016
702,transfer,0.9981707334518433,rapidli,0.9984067678451538
703,factor,0.9981675744056702,center,0.9984066486358643
704,protocol,0.9981674551963806,myalgia,0.9984064102172852
705,zhejiang,0.9981631636619568,fecal,0.9984063506126404
706,12,0.9981621503829956,spike,0.9984039664268494
707,itali,0.9981619715690613,covid19,0.9983994364738464
708,igm,0.9981597065925598,seri,0.9983984231948853
709,90,0.998159646987915,myocardi,0.9983948469161987
710,radiograph,0.9981594085693359,complet,0.9983931183815002
711,uniqu,0.9981594085693359,version,0.9983904957771301
712,second,0.9981587529182434,period,0.9983890056610107
713,hscrp,0.9981586337089539,extrapulmonari,0.9983885288238525
714,strategi,0.9981579780578613,employ,0.9983881115913391
715,maxillofaci,0.9981561303138733,outsid,0.9983854293823242
716,deterior,0.9981558322906494,phylogenet,0.9983827471733093
717,34,0.9981533288955688,dna,0.9983823895454407
718,spike,0.9981522560119629,middl,0.9983785152435303
719,categor,0.9981509447097778,cerebrospin,0.9983780384063721
720,medicin,0.9981475472450256,second,0.9983773231506348
721,size,0.9981459379196167,twin,0.9983764290809631
722,disease2019,0.9981450438499451,quarantin,0.9983763098716736
723,complet,0.9981429576873779,rais,0.9983758926391602
724,extrapulmonari,0.9981403350830078,nausea,0.9983758330345154
725,il6,0.9981372356414795,test,0.998375654220581
726,ahn,0.998134434223175,pressur,0.9983721971511841
727,parenchyma,0.998132050037384,medicin,0.9983715415000916
728,impact,0.998130202293396,bronchoalveolar,0.9983712434768677
729,none,0.9981299638748169,baselin,0.9983667731285095
730,proport,0.9981259703636169,maxillofaci,0.9983665943145752
731,employ,0.9981250762939453,lu,0.9983656406402588
732,preced,0.9981249570846558,presenc,0.9983651638031006
733,rel,0.9981232285499573,il6,0.9983632564544678
734,account,0.9981158971786499,fewer,0.9983610510826111
735,symptomat,0.9981156587600708,long,0.9983596801757812
736,new,0.9981146454811096,end,0.9983587861061096
737,version,0.998112678527832,lab,0.998357892036438
738,aminotransferas,0.9981116056442261,averag,0.9983572959899902
739,eventu,0.9981111884117126,impact,0.9983531832695007
740,lab,0.9981060028076172,rout,0.9983528852462769
741,firstli,0.9981053471565247,droplet,0.9983513355255127
742,matern,0.9981027245521545,subacut,0.9983510375022888
743,temperatur,0.9981024265289307,chemotherapi,0.9983501434326172
744,depict,0.9981017708778381,advantag,0.9983500242233276
745,reticular,0.9981013536453247,make,0.9983499050140381
746,term,0.9981012344360352,46,0.9983463883399963
747,center,0.9981004595756531,ard,0.9983460903167725
748,exclus,0.9980989694595337,epitop,0.9983391761779785
749,node,0.9980961680412292,relationship,0.9983353614807129
750,plr,0.9980956315994263,district,0.9983339309692383
751,47,0.9980944395065308,introduct,0.9983339309692383
752,panel,0.9980930089950562,preval,0.9983338713645935
753,introduct,0.9980901479721069,transfer,0.9983336329460144
754,subject,0.9980900883674622,disappear,0.9983333349227905
755,oxygen,0.9980878829956055,protocol,0.9983282685279846
756,outsid,0.9980867505073547,affect,0.9983242750167847
757,tissu,0.9980795383453369,conserv,0.9983193874359131
758,averag,0.9980788826942444,fifth,0.998316764831543
759,conserv,0.9980777502059937,67,0.9983149766921997
760,affect,0.9980772733688354,moreov,0.9983137249946594
761,weak,0.9980748891830444,final,0.9983134865760803
762,rais,0.9980746507644653,earlier,0.9983106851577759
763,troponin,0.9980744123458862,163,0.998309314250946
764,52,0.9980743527412415,mri,0.9983090162277222
765,scienc,0.9980742931365967,troponin,0.9983047842979431
766,postpartum,0.998073935508728,parenchyma,0.9983047842979431
767,preval,0.9980720281600952,recruit,0.9983046054840088
768,lymph,0.9980667233467102,preced,0.9983044862747192
769,ap,0.9980649352073669,antigen,0.9982961416244507
770,physician,0.9980620741844177,visit,0.9982948899269104
771,play,0.9980610609054565,techniqu,0.9982927441596985
772,lymphadenopathi,0.9980601072311401,pao2fio2,0.9982911348342896
773,techniqu,0.9980599880218506,mimic,0.9982901215553284
774,rapidli,0.998058557510376,expand,0.998288631439209
775,expand,0.9980576634407043,account,0.9982879161834717
776,ard,0.9980568885803223,proport,0.9982869625091553
777,phylogenet,0.9980558156967163,75,0.9982835054397583
778,across,0.9980536103248596,deterior,0.9982820153236389
779,opacif,0.9980530738830566,note,0.9982801079750061
780,73,0.9980523586273193,lopinavirritonavir,0.9982800483703613
781,final,0.9980494379997253,absenc,0.9982786774635315
782,nausea,0.9980465173721313,cardiovascular,0.9982738494873047
783,antiinfect,0.9980449676513672,gansu,0.9982700943946838
784,quantit,0.9980448484420776,sar,0.9982695579528809
785,absorpt,0.9980425238609314,particularli,0.998266875743866
786,rise,0.9980393052101135,aminotransferas,0.998266339302063
787,airway,0.9980373382568359,oxygen,0.9982649087905884
788,breath,0.9980370998382568,men,0.9982618093490601
789,situat,0.9980351328849792,shock,0.9982612729072571
790,39,0.9980342388153076,seafood,0.998260498046875
791,optim,0.9980330467224121,clarifi,0.998252272605896
792,warrant,0.9980268478393555,calcul,0.9982520341873169
793,protect,0.99802565574646,routin,0.9982513189315796
794,necrot,0.9980253577232361,seroconvers,0.998248815536499
795,heart,0.9980192184448242,leptomening,0.9982457160949707
796,ast,0.998018741607666,antiinfect,0.9982407093048096
797,sd,0.9980183839797974,plr,0.9982388019561768
798,75,0.9980181455612183,73,0.9982369542121887
799,weight,0.9980161190032959,day,0.9982357025146484
800,myocardi,0.9980159997940063,heart,0.9982316493988037
801,gansu,0.9980111718177795,selfinfect,0.9982312917709351
802,interpret,0.9980111122131348,postpartum,0.9982288479804993
803,sar,0.9980084300041199,protect,0.9982278347015381
804,immedi,0.9980074167251587,necessari,0.9982259273529053
805,dna,0.99800705909729,nlr,0.9982258081436157
806,scope,0.9979994297027588,rule,0.9982255101203918
807,question,0.9979993104934692,140,0.9982199668884277
808,transcriptas,0.9979959726333618,uniqu,0.9982195496559143
809,hydroxychloroquin,0.9979955554008484,necrot,0.9982174634933472
810,recruit,0.9979941844940186,name,0.9982167482376099
811,speci,0.9979921579360962,ace2,0.9982135891914368
812,age,0.9979914426803589,correct,0.9982120990753174
813,men,0.9979913234710693,interest,0.9982097148895264
814,day,0.9979909658432007,79,0.9982093572616577
815,quarantin,0.9979874491691589,39,0.9982089996337891
816,leptomening,0.9979860782623291,optim,0.9982086420059204
817,moreov,0.9979833960533142,temperatur,0.9982067346572876
818,liver,0.9979778528213501,34,0.9982054233551025
819,group,0.9979763031005859,associ,0.9982007741928101
820,halo,0.9979749917984009,april,0.9982001185417175
821,absenc,0.997973620891571,sd,0.9981987476348877
822,earlier,0.9979709386825562,tongji,0.9981974363327026
823,chongq,0.997970700263977,66yearold,0.9981945753097534
824,nicpap,0.997970461845398,obviou,0.9981944561004639
825,antibacteri,0.9979666471481323,ck,0.9981893301010132
826,reach,0.9979632496833801,ast,0.9981889724731445
827,covid19,0.9979596138000488,dental,0.9981857538223267
828,leukopenia,0.9979590177536011,pediatrician,0.9981820583343506
829,correct,0.9979543089866638,easili,0.9981807470321655
830,intermedi,0.9979466199874878,pneumonia,0.998180091381073
831,ck,0.9979437589645386,airway,0.998178243637085
832,air,0.997941792011261,pay,0.998175859451294
833,particularli,0.9979369640350342,comprehens,0.9981755018234253
834,ace2,0.9979368448257446,panel,0.9981749057769775
835,prematur,0.9979361891746521,million,0.9981734752655029
836,66yearold,0.9979357719421387,sepsi,0.9981728196144104
837,basi,0.9979295134544373,difficult,0.9981709718704224
838,comprehens,0.9979267120361328,interpret,0.9981685876846313
839,routin,0.9979257583618164,immedi,0.9981662034988403
840,epitheli,0.9979209303855896,beyond,0.998165488243103
841,nucleocapsid,0.9979202747344971,across,0.9981650114059448
842,loss,0.9979197978973389,tri,0.9981644153594971
843,artifici,0.9979174137115479,135,0.9981639981269836
844,field,0.9979162216186523,stratif,0.9981635212898254
845,74,0.99791419506073,spontan,0.9981598854064941
846,mimic,0.9979133605957031,52,0.9981592297554016
847,alon,0.9979109168052673,lymph,0.9981589317321777
848,pao2fio2,0.9979106783866882,reach,0.9981582164764404
849,inflamm,0.9979101419448853,group,0.998153567314148
850,79,0.9979082345962524,breath,0.9981527924537659
851,note,0.9978979825973511,basi,0.9981523752212524
852,dental,0.9978941082954407,ap,0.9981496930122375
853,crisi,0.9978933334350586,transcriptas,0.9981420636177063
854,cardiovascular,0.9978926777839661,cesarean,0.9981403350830078
855,seroconvers,0.9978903532028198,step,0.9981397390365601
856,map,0.9978866577148438,question,0.9981324076652527
857,end,0.9978864192962646,172,0.9981316328048706
858,fewer,0.9978852868080139,nicpap,0.9981300830841064
859,pay,0.9978795647621155,4254,0.9981300830841064
860,relationship,0.9978712797164917,opacif,0.9981289505958557
861,renmin,0.9978635311126709,hubei,0.9981282353401184
862,172,0.997861385345459,unpreced,0.9981276988983154
863,difficult,0.9978594779968262,7th,0.9981259107589722
864,twice,0.9978582262992859,halo,0.9981237649917603
865,middl,0.9978580474853516,node,0.9981231689453125
866,exacerb,0.9978575110435486,hydroxychloroquin,0.9981219172477722
867,135,0.9978561401367188,nucleocapsid,0.9981192350387573
868,shock,0.9978545904159546,corona,0.9981129169464111
869,appli,0.9978533983230591,tissu,0.9981091618537903
870,wide,0.9978511333465576,field,0.9981089234352112
871,hebei,0.9978437423706055,mind,0.9981088638305664
872,854,0.9978436231613159,crisi,0.9981068968772888
873,resembl,0.9978433847427368,transmit,0.9981063604354858
874,bronchoalveolar,0.9978418946266174,enzym,0.9981054663658142
875,fifth,0.997841477394104,reticular,0.9981043934822083
876,spontan,0.9978411197662354,chongq,0.998102068901062
877,name,0.997840166091919,turn,0.9981000423431396
878,paid,0.9978400468826294,hebei,0.9980979561805725
879,pneumonia,0.9978393316268921,strain,0.9980966448783875
880,transmit,0.9978359937667847,warrant,0.9980960488319397
881,stratif,0.9978342056274414,age,0.9980875253677368
882,4254,0.9978298544883728,74,0.9980841279029846
883,ibuprofen,0.9978241324424744,artifici,0.9980831146240234
884,million,0.9978208541870117,morbid,0.9980814456939697
885,nlr,0.9978201389312744,googl,0.9980803728103638
886,item,0.9978201389312744,exacerb,0.9980795979499817
887,perspect,0.9978153705596924,jan,0.9980700612068176
888,dominantli,0.9978152513504028,angiotensinconvert,0.9980677366256714
889,regimen,0.9978151321411133,lead,0.9980676174163818
890,tumor,0.9978103637695312,antiphospholipid,0.9980661869049072
891,clarifi,0.9978083372116089,lavag,0.998062014579773
892,runni,0.9978063702583313,coeffici,0.9980592727661133
893,mellitu,0.9978052377700806,wide,0.9980578422546387
894,display,0.9978032112121582,perspect,0.9980555772781372
895,person,0.9978023767471313,rise,0.9980549812316895
896,googl,0.9977996349334717,infarct,0.9980506896972656
897,pediatrician,0.9977976083755493,person,0.9980490207672119
898,necessari,0.9977926015853882,twice,0.9980416297912598
899,cortic,0.9977908730506897,speci,0.9980376958847046
900,7th,0.9977902770042419,intermedi,0.9980349540710449
901,545,0.9977885484695435,misdiagnos,0.9980345964431763
902,emerg,0.9977861046791077,mellitu,0.9980314373970032
903,line,0.9977856874465942,854,0.9980312585830688
904,april,0.9977849721908569,gestat,0.9980303645133972
905,easili,0.9977790117263794,prematur,0.9980291128158569
906,prepar,0.9977775812149048,alon,0.9980252385139465
907,classifi,0.9977774620056152,reli,0.998021125793457
908,jan,0.9977749586105347,hour,0.9980199337005615
909,discomfort,0.9977720975875854,renmin,0.9980197548866272
910,recur,0.9977712035179138,bacteri,0.9980179071426392
911,000,0.9977698922157288,infect,0.9980113506317139
912,angiotensinconvert,0.9977678060531616,weight,0.9980102181434631
913,copd,0.9977676868438721,emphas,0.9980083107948303
914,interest,0.9977623224258423,aspart,0.9980034828186035
915,lavag,0.9977619647979736,principl,0.997999370098114
916,mind,0.9977601766586304,mycoplasma,0.9979946613311768
917,tonicclon,0.9977587461471558,98,0.9979934096336365
918,hubei,0.9977587461471558,map,0.997990608215332
919,aspart,0.9977577924728394,natur,0.997988224029541
920,compet,0.9977543354034424,market,0.9979876279830933
921,decis,0.9977520108222961,59,0.9979867935180664
922,morpholog,0.9977490305900574,antibacteri,0.9979864954948425
923,strain,0.9977487325668335,right,0.9979862570762634
924,59,0.9977412819862366,appli,0.9979813694953918
925,serv,0.9977396130561829,scope,0.9979742765426636
926,visit,0.9977350234985352,loss,0.9979684352874756
927,implement,0.9977343678474426,resembl,0.9979658126831055
928,pharyng,0.9977335929870605,paid,0.997963547706604
929,turn,0.997731626033783,superimpos,0.9979588985443115
930,associ,0.9977278709411621,grade,0.9979555010795593
931,ra,0.9977247714996338,serv,0.9979479908943176
932,unpreced,0.9977238178253174,mostli,0.9979478120803833
933,morbid,0.997723400592804,anoth,0.997946560382843
934,misdiagnos,0.9977169632911682,pharyng,0.9979448318481445
935,corona,0.9977165460586548,54,0.9979419112205505
936,mostli,0.9977149963378906,tumor,0.9979398250579834
937,tongji,0.9977120757102966,classifi,0.9979382753372192
938,zone,0.9977120161056519,lymphopenia,0.9979373216629028
939,lead,0.9977119565010071,jaw,0.997935950756073
940,cytokin,0.9977043867111206,retriev,0.9979337453842163
941,enzym,0.9977037310600281,prepar,0.9979283809661865
942,hazard,0.9977034330368042,vital,0.9979279637336731
943,principl,0.9977027773857117,implement,0.9979276061058044
944,natur,0.9977003335952759,emerg,0.9979265928268433
945,statu,0.9976887702941895,anorexia,0.9979202151298523
946,jaw,0.9976862072944641,air,0.9979196786880493
947,infarct,0.9976833462715149,incub,0.9979184865951538
948,coronavirus,0.9976796507835388,discomfort,0.9979162216186523
949,step,0.9976789951324463,hazard,0.9979157447814941
950,vital,0.9976772665977478,bronchial,0.9979112148284912
951,emphas,0.9976755380630493,basic,0.9979087710380554
952,bronchial,0.9976754188537598,distress,0.9979040622711182
953,unclear,0.997673511505127,epitheli,0.9979039430618286
954,infect,0.9976722002029419,direct,0.9978998899459839
955,assist,0.997665286064148,safe,0.9978882670402527
956,incub,0.9976605772972107,zone,0.9978843331336975
957,pharynx,0.9976546764373779,damag,0.9978832602500916
958,csf,0.9976539015769958,exclus,0.9978801012039185
959,regard,0.9976451396942139,item,0.9978777170181274
960,antiphospholipid,0.997643232345581,copd,0.9978761672973633
961,tri,0.9976427555084229,unclear,0.9978759288787842
962,intervent,0.9976410865783691,either,0.9978750944137573
963,fals,0.9976410865783691,interv,0.9978736042976379
964,mycoplasma,0.9976404905319214,wall,0.9978728890419006
965,proxim,0.9976391792297363,csf,0.9978713989257812
966,distress,0.9976309537887573,ra,0.9978670477867126
967,sepsi,0.9976183176040649,simpl,0.9978635311126709
968,prognost,0.9976181983947754,intervent,0.9978593587875366
969,anoth,0.9976155757904053,togeth,0.9978578686714172
970,cannot,0.9976144433021545,regard,0.9978559017181396
971,superimpos,0.9976100921630859,provinc,0.9978556036949158
972,grade,0.9976035356521606,line,0.9978554844856262
973,scenario,0.9976033568382263,visibl,0.9978554844856262
974,guid,0.9976003766059875,cannot,0.9978516101837158
975,beyond,0.9975953102111816,methylprednisolon,0.9978496432304382
976,gestat,0.9975948929786682,guid,0.9978469014167786
977,whole,0.9975923299789429,equip,0.9978464841842651
978,descript,0.9975922703742981,runni,0.9978449940681458
979,damag,0.9975908398628235,545,0.9978445768356323
980,market,0.9975895285606384,display,0.997843861579895
981,radiat,0.9975874423980713,decis,0.997843325138092
982,direct,0.9975846409797668,radiat,0.9978430271148682
983,right,0.997584342956543,whole,0.9978429079055786
984,gradual,0.9975835084915161,ibuprofen,0.9978414177894592
985,simpl,0.9975787401199341,leukopenia,0.9978403449058533
986,anorexia,0.9975767135620117,mar,0.9978389739990234
987,909,0.9975687265396118,context,0.9978339672088623
988,316,0.9975658655166626,recur,0.9978322982788086
989,would,0.9975638389587402,cortic,0.9978280067443848
990,third,0.997562050819397,morpholog,0.9978277087211609
991,basic,0.9975600242614746,descript,0.9978215098381042
992,54,0.9975572824478149,compet,0.9978182911872864
993,methylprednisolon,0.997556746006012,seventh,0.9978138208389282
994,reli,0.9975521564483643,assist,0.9978127479553223
995,togeth,0.9975501298904419,p0001,0.9978097677230835
996,subsequ,0.9975494742393494,214,0.9978097081184387
997,88,0.9975486993789673,fals,0.9978085160255432
998,merscov,0.9975472688674927,cytokin,0.9978077411651611
999,scatter,0.9975462555885315,take,0.9978073835372925
1000,mycobacteri,0.9975415468215942,intraven,0.9977960586547852
1001,visibl,0.9975354671478271,hunan,0.9977930784225464
1002,364,0.997534990310669,dominantli,0.9977872967720032
1003,98,0.9975349307060242,best,0.9977850914001465
1004,equip,0.9975348711013794,disrupt,0.9977802038192749
1005,provinc,0.9975337386131287,statu,0.9977790713310242
1006,bundl,0.9975330829620361,tonicclon,0.9977774024009705
1007,bacteri,0.9975275993347168,000,0.9977772831916809
1008,detail,0.9975273013114929,regimen,0.9977762699127197
1009,214,0.9975225329399109,parenchym,0.9977753162384033
1010,take,0.997510552406311,alreadi,0.9977736473083496
1011,stack,0.9975091814994812,upon,0.997771680355072
1012,coeffici,0.9975070953369141,prognost,0.9977647662162781
1013,286,0.997506856918335,deep,0.9977628588676453
1014,unexplain,0.9975067377090454,subsequ,0.9977586269378662
1015,form,0.9975050687789917,364,0.9977545738220215
1016,hemoptysi,0.9975035190582275,lymphocytopenia,0.9977532029151917
1017,ident,0.9975003600120544,oropharyng,0.9977438449859619
1018,lymphopenia,0.9974928498268127,metaanalysi,0.9977431893348694
1019,preliminari,0.9974926710128784,pharynx,0.9977402091026306
1020,retriev,0.9974913001060486,hypothesi,0.9977379441261292
1021,either,0.9974862933158875,anim,0.9977365732192993
1022,parenchym,0.9974834322929382,64,0.9977250099182129
1023,obstetr,0.9974833726882935,mycobacteri,0.9977144002914429
1024,except,0.9974822998046875,falseneg,0.9977127313613892
1025,uncommon,0.9974781274795532,third,0.9977121353149414
1026,best,0.9974760413169861,2019ncov,0.9977074861526489
1027,lymphocytopenia,0.9974722266197205,merscov,0.997706949710846
1028,interferon,0.9974712133407593,eight,0.9977049231529236
1029,kind,0.9974712133407593,1254,0.9977045059204102
1030,eight,0.9974708557128906,background,0.9977042078971863
1031,approv,0.997470498085022,uncommon,0.9977020025253296
1032,hour,0.9974688291549683,would,0.9977006316184998
1033,833,0.9974673390388489,kind,0.9976990818977356
1034,789,0.9974648356437683,seizur,0.9976898431777954
1035,adjust,0.9974583387374878,scenario,0.9976890087127686
1036,necrosi,0.9974502325057983,inhal,0.9976867437362671
1037,believ,0.9974396228790283,adjac,0.9976853132247925
1038,context,0.9974362850189209,909,0.9976831674575806
1039,congest,0.9974280595779419,sixth,0.9976817965507507
1040,upon,0.9974276423454285,futur,0.9976728558540344
1041,hypothesi,0.9974256753921509,316,0.9976714253425598
1042,p0001,0.9974151253700256,scientist,0.9976627230644226
1043,background,0.9974148273468018,hemoptysi,0.9976576566696167
1044,hunan,0.9974112510681152,odd,0.9976555109024048
